Name; UUID; Old Bezugsgröße; Old Bezugseinheit; Old GWP;Corrected Bezugsgröße; Corrected Bezugseinheit;Corrected GWP; Referenzfluss -Name
Knauf Silentboard GKF;da69c8d7-e90d-44be-893a-c5696dddba6f;1;null;4,19953;1;qm;4,19953;1 m² Knauf Silentboard GKF Additional Info from Xml: Herstellung, Transport zur Baustelle, Transport von der Baustelle zur Deponie/zum Recycling sowie Behandlung am Lebenszyklusende (Deponierung bzw. Recycling) der Gipsplatte Knauf Silentbard GKF. Die Gipsplatte Knauf Silentboard GKF besteht aus einem Spezialgipskern, Additiven und Ummantelungskarton. Technische Daten: Folgende (bau)technische Daten im Lieferzustand sind für das deklarierte Produkt relevant: Deklarierte Einheit: Die deklarierte Einheit ist 1 m² der Gipsplatte Knauf Silentboard GKF mit einer Dicke von 12,5 mm, Flächengewicht ca. 17,5 kg/m².
Knauf Silentboard GKF;da69c8d7-e90d-44be-893a-c5696dddba6f;1;null;0,108;1;qm;0,108;1 m² Knauf Silentboard GKF Additional Info from Xml: Herstellung, Transport zur Baustelle, Transport von der Baustelle zur Deponie/zum Recycling sowie Behandlung am Lebenszyklusende (Deponierung bzw. Recycling) der Gipsplatte Knauf Silentbard GKF. Die Gipsplatte Knauf Silentboard GKF besteht aus einem Spezialgipskern, Additiven und Ummantelungskarton. Technische Daten: Folgende (bau)technische Daten im Lieferzustand sind für das deklarierte Produkt relevant: Deklarierte Einheit: Die deklarierte Einheit ist 1 m² der Gipsplatte Knauf Silentboard GKF mit einer Dicke von 12,5 mm, Flächengewicht ca. 17,5 kg/m².
Knauf Silentboard GKF;da69c8d7-e90d-44be-893a-c5696dddba6f;1;null;0,287;1;qm;0,287;1 m² Knauf Silentboard GKF Additional Info from Xml: Herstellung, Transport zur Baustelle, Transport von der Baustelle zur Deponie/zum Recycling sowie Behandlung am Lebenszyklusende (Deponierung bzw. Recycling) der Gipsplatte Knauf Silentbard GKF. Die Gipsplatte Knauf Silentboard GKF besteht aus einem Spezialgipskern, Additiven und Ummantelungskarton. Technische Daten: Folgende (bau)technische Daten im Lieferzustand sind für das deklarierte Produkt relevant: Deklarierte Einheit: Die deklarierte Einheit ist 1 m² der Gipsplatte Knauf Silentboard GKF mit einer Dicke von 12,5 mm, Flächengewicht ca. 17,5 kg/m².
Knauf Silentboard GKF;da69c8d7-e90d-44be-893a-c5696dddba6f;1;null;-0,0675;1;qm;-0,0675;1 m² Knauf Silentboard GKF Additional Info from Xml: Herstellung, Transport zur Baustelle, Transport von der Baustelle zur Deponie/zum Recycling sowie Behandlung am Lebenszyklusende (Deponierung bzw. Recycling) der Gipsplatte Knauf Silentbard GKF. Die Gipsplatte Knauf Silentboard GKF besteht aus einem Spezialgipskern, Additiven und Ummantelungskarton. Technische Daten: Folgende (bau)technische Daten im Lieferzustand sind für das deklarierte Produkt relevant: Deklarierte Einheit: Die deklarierte Einheit ist 1 m² der Gipsplatte Knauf Silentboard GKF mit einer Dicke von 12,5 mm, Flächengewicht ca. 17,5 kg/m².
Mattlatex LF (2-2);26564979-d3fb-4ece-a691-18a6237335ca;1;null;1,22;1;kg;1,22;Produkt: Mattlatex Additional Info from Xml: Matte Latexfarbe für Beschichtungen im Innenbereich Deklarierte Einheit: Die individualisierte Muster-EPD bezieht sich auf die deklarierte Einheit von 1 kg dispersionsbasierter Innenwandfarbe. Der Verbrauch der Produkte, die flächig aufgebracht werden, kann zwischen 100 und 150 g/m² liegen. Aus den Produktgruppen wurde das Produkt mit den höchsten Umweltwirkungen deklariert.
Mattlatex LF (2-2);26564979-d3fb-4ece-a691-18a6237335ca;1;null;-0,0786;1;kg;-0,0786;Produkt: Mattlatex Additional Info from Xml: Matte Latexfarbe für Beschichtungen im Innenbereich Deklarierte Einheit: Die individualisierte Muster-EPD bezieht sich auf die deklarierte Einheit von 1 kg dispersionsbasierter Innenwandfarbe. Der Verbrauch der Produkte, die flächig aufgebracht werden, kann zwischen 100 und 150 g/m² liegen. Aus den Produktgruppen wurde das Produkt mit den höchsten Umweltwirkungen deklariert.
Mauerziegel;f98eea66-671c-4014-bfbb-2db1ffba8331;1;null;138,294;1;m3;138,294;1 m³ Mauerziegel Additional Info from Xml: Mauerziegel bestehen aus den Grundstoffen Ton/Lehm (rund 96 %) und mineralischen Zuschlagstoffen (rund 4 %). HERSTELLUNG: Nach dem Tonabbau im Tagebau erfolgt der Transport zur Zwischenlagerung auf dem Werksgelände. Die mechanische Aufbereitung der Tone, wie das Zerkleinern und Mischen, geschieht im Kollergang und den Walzwerken. Die o.g. Grundstoffe werden in bestimmten optimierten Verhältnissen zerkleinert (aufbereitet) gemischt und befeuchtet. Es folgt eine Lagerung im Sumpfhaus. Die Zugabe der Porosierungsmittel erfolgt vor oder nach der Lagerung im Sumpfhaus. Nach Durchlaufen des Feinwalzwerkes und erneuter Wasserzugabe erfolgt die Formgebung der Rohlinge durch Strangpressen mit entsprechenden Mundstücken und nachgeschaltetem Abschneider. Das so geformte Material kommt in den Trockner, der im wesentlichen mit der Abwärme des Tunnelofens betrieben wird. Die Trocknungszeit variiert je nach Format und Rohdichte und beträgt in der Regel 24 Stunden. Danach werden die getrockneten Rohlinge bei ca. 1000 °C innerhalb von bis zu maximal 24 Stunden im Tunnelofen gebrannt. Die Verbrennung der Porosierungsstoffe bewirkt eine Feinporosierung. Zur Herstellung von Planziegeln werden die Ziegel plangeschliffen. Die Ziegel werden gestapelt, in recyclebare PE-Folie eingeschweißt oder mit Polyester- oder Stahlbändern umreift. Der Energiebedarf für die Ziegelherstellung betrifft hauptsächlich den Brennvorgang und das Trocknen. Die elektrische Energie wird hauptsächlich in der Aufbereitung verbraucht. Typ der EPD: Wiege bis Bahre (Module A1-D). Deklarierte Einheit: Die Deklaration bezieht sich auf einen Kubikmeter Mauerziegel mit einer Rohdichte von 575 kg/m3 (Mittelwert der Rohdichtklasse 600 kg/m3). Grundlage der Ökobilanzergebnisse in dieser EPD ist eine Durchschnittsbildung, aller deutschen Werke, die als gewichteter Mittelwert bezogen auf den Anteil der einzelnen Produktionsstätten an der Gesamtjahresproduktion erfolgte.
Mauerziegel;f98eea66-671c-4014-bfbb-2db1ffba8331;1;null;-10,0576;1;m3;-10,0576;1 m³ Mauerziegel Additional Info from Xml: Mauerziegel bestehen aus den Grundstoffen Ton/Lehm (rund 96 %) und mineralischen Zuschlagstoffen (rund 4 %). HERSTELLUNG: Nach dem Tonabbau im Tagebau erfolgt der Transport zur Zwischenlagerung auf dem Werksgelände. Die mechanische Aufbereitung der Tone, wie das Zerkleinern und Mischen, geschieht im Kollergang und den Walzwerken. Die o.g. Grundstoffe werden in bestimmten optimierten Verhältnissen zerkleinert (aufbereitet) gemischt und befeuchtet. Es folgt eine Lagerung im Sumpfhaus. Die Zugabe der Porosierungsmittel erfolgt vor oder nach der Lagerung im Sumpfhaus. Nach Durchlaufen des Feinwalzwerkes und erneuter Wasserzugabe erfolgt die Formgebung der Rohlinge durch Strangpressen mit entsprechenden Mundstücken und nachgeschaltetem Abschneider. Das so geformte Material kommt in den Trockner, der im wesentlichen mit der Abwärme des Tunnelofens betrieben wird. Die Trocknungszeit variiert je nach Format und Rohdichte und beträgt in der Regel 24 Stunden. Danach werden die getrockneten Rohlinge bei ca. 1000 °C innerhalb von bis zu maximal 24 Stunden im Tunnelofen gebrannt. Die Verbrennung der Porosierungsstoffe bewirkt eine Feinporosierung. Zur Herstellung von Planziegeln werden die Ziegel plangeschliffen. Die Ziegel werden gestapelt, in recyclebare PE-Folie eingeschweißt oder mit Polyester- oder Stahlbändern umreift. Der Energiebedarf für die Ziegelherstellung betrifft hauptsächlich den Brennvorgang und das Trocknen. Die elektrische Energie wird hauptsächlich in der Aufbereitung verbraucht. Typ der EPD: Wiege bis Bahre (Module A1-D). Deklarierte Einheit: Die Deklaration bezieht sich auf einen Kubikmeter Mauerziegel mit einer Rohdichte von 575 kg/m3 (Mittelwert der Rohdichtklasse 600 kg/m3). Grundlage der Ökobilanzergebnisse in dieser EPD ist eine Durchschnittsbildung, aller deutschen Werke, die als gewichteter Mittelwert bezogen auf den Anteil der einzelnen Produktionsstätten an der Gesamtjahresproduktion erfolgte.
Mauerziegel;f98eea66-671c-4014-bfbb-2db1ffba8331;1;null;0,319525;1;m3;0,319525;1 m³ Mauerziegel Additional Info from Xml: Mauerziegel bestehen aus den Grundstoffen Ton/Lehm (rund 96 %) und mineralischen Zuschlagstoffen (rund 4 %). HERSTELLUNG: Nach dem Tonabbau im Tagebau erfolgt der Transport zur Zwischenlagerung auf dem Werksgelände. Die mechanische Aufbereitung der Tone, wie das Zerkleinern und Mischen, geschieht im Kollergang und den Walzwerken. Die o.g. Grundstoffe werden in bestimmten optimierten Verhältnissen zerkleinert (aufbereitet) gemischt und befeuchtet. Es folgt eine Lagerung im Sumpfhaus. Die Zugabe der Porosierungsmittel erfolgt vor oder nach der Lagerung im Sumpfhaus. Nach Durchlaufen des Feinwalzwerkes und erneuter Wasserzugabe erfolgt die Formgebung der Rohlinge durch Strangpressen mit entsprechenden Mundstücken und nachgeschaltetem Abschneider. Das so geformte Material kommt in den Trockner, der im wesentlichen mit der Abwärme des Tunnelofens betrieben wird. Die Trocknungszeit variiert je nach Format und Rohdichte und beträgt in der Regel 24 Stunden. Danach werden die getrockneten Rohlinge bei ca. 1000 °C innerhalb von bis zu maximal 24 Stunden im Tunnelofen gebrannt. Die Verbrennung der Porosierungsstoffe bewirkt eine Feinporosierung. Zur Herstellung von Planziegeln werden die Ziegel plangeschliffen. Die Ziegel werden gestapelt, in recyclebare PE-Folie eingeschweißt oder mit Polyester- oder Stahlbändern umreift. Der Energiebedarf für die Ziegelherstellung betrifft hauptsächlich den Brennvorgang und das Trocknen. Die elektrische Energie wird hauptsächlich in der Aufbereitung verbraucht. Typ der EPD: Wiege bis Bahre (Module A1-D). Deklarierte Einheit: Die Deklaration bezieht sich auf einen Kubikmeter Mauerziegel mit einer Rohdichte von 575 kg/m3 (Mittelwert der Rohdichtklasse 600 kg/m3). Grundlage der Ökobilanzergebnisse in dieser EPD ist eine Durchschnittsbildung, aller deutschen Werke, die als gewichteter Mittelwert bezogen auf den Anteil der einzelnen Produktionsstätten an der Gesamtjahresproduktion erfolgte.
Mauerziegel;f98eea66-671c-4014-bfbb-2db1ffba8331;1;null;-7,02669;1;m3;-7,02669;1 m³ Mauerziegel Additional Info from Xml: Mauerziegel bestehen aus den Grundstoffen Ton/Lehm (rund 96 %) und mineralischen Zuschlagstoffen (rund 4 %). HERSTELLUNG: Nach dem Tonabbau im Tagebau erfolgt der Transport zur Zwischenlagerung auf dem Werksgelände. Die mechanische Aufbereitung der Tone, wie das Zerkleinern und Mischen, geschieht im Kollergang und den Walzwerken. Die o.g. Grundstoffe werden in bestimmten optimierten Verhältnissen zerkleinert (aufbereitet) gemischt und befeuchtet. Es folgt eine Lagerung im Sumpfhaus. Die Zugabe der Porosierungsmittel erfolgt vor oder nach der Lagerung im Sumpfhaus. Nach Durchlaufen des Feinwalzwerkes und erneuter Wasserzugabe erfolgt die Formgebung der Rohlinge durch Strangpressen mit entsprechenden Mundstücken und nachgeschaltetem Abschneider. Das so geformte Material kommt in den Trockner, der im wesentlichen mit der Abwärme des Tunnelofens betrieben wird. Die Trocknungszeit variiert je nach Format und Rohdichte und beträgt in der Regel 24 Stunden. Danach werden die getrockneten Rohlinge bei ca. 1000 °C innerhalb von bis zu maximal 24 Stunden im Tunnelofen gebrannt. Die Verbrennung der Porosierungsstoffe bewirkt eine Feinporosierung. Zur Herstellung von Planziegeln werden die Ziegel plangeschliffen. Die Ziegel werden gestapelt, in recyclebare PE-Folie eingeschweißt oder mit Polyester- oder Stahlbändern umreift. Der Energiebedarf für die Ziegelherstellung betrifft hauptsächlich den Brennvorgang und das Trocknen. Die elektrische Energie wird hauptsächlich in der Aufbereitung verbraucht. Typ der EPD: Wiege bis Bahre (Module A1-D). Deklarierte Einheit: Die Deklaration bezieht sich auf einen Kubikmeter Mauerziegel mit einer Rohdichte von 575 kg/m3 (Mittelwert der Rohdichtklasse 600 kg/m3). Grundlage der Ökobilanzergebnisse in dieser EPD ist eine Durchschnittsbildung, aller deutschen Werke, die als gewichteter Mittelwert bezogen auf den Anteil der einzelnen Produktionsstätten an der Gesamtjahresproduktion erfolgte.
Mauerziegel (Dämmstoff gefüllt);8a7bcf84-f0a1-46fe-a146-4af9a182edfe;1;null;177;1;m3;177;1 m³ Mauerziegel (Dämmstoff gefüllt) Additional Info from Xml: Mauerziegel bestehen aus den Grundstoffen Ton/Lehm, ggf. Magerungsmitteln (z. B. Sand) und Wasser. Die Kammern der verfüllten Mauerziegel sind mit Perlitekügelchen, Mineralwollstecklingen, Mineralwollgranulat oder mit Polystyrol verfüllt. HERSTELLUNG: Nach dem Tonabbau im Tagebau erfolgt der Transport zur Zwischenlagerung auf dem Werksgelände. Die mechanische Aufbereitung der Tone, wie das Zerkleinern und Mischen, geschieht im Kollergang und den Walzwerken. Die o.g. Grundstoffe werden in bestimmten optimierten Verhältnissen zerkleinert (aufbereitet) gemischt und befeuchtet. Es folgt eine Lagerung im Sumpfhaus. Die Zugabe der Porosierungsmittel erfolgt vor oder nach der Lagerung im Sumpfhaus. Nach Durchlaufen des Feinwalzwerkes erfolgt die Formgebung der Rohlinge durch Strangpressen mit entsprechenden Mundstücken und nachgeschaltetem Abschneider. Das so geformte Material kommt in den Trockner, der im wesentlichen mit der Abwärme des Tunnelofens betrieben wird. Die Trocknungszeit variiert je nach Format und Rohdichte und beträgt in der Regel 24 Stunden. Danach werden die getrockneten Rohlinge bei ca. 950 °C innerhalb von bis zu maximal 24 Stunden im Tunnelofen gebrannt. Die Verbrennung der Porosierungsstoffe bewirkt eine Feinporosierung. Zur Herstellung von Planziegeln werden die Ziegel plangeschliffen. Die Ziegel werden gestapelt, in recyclebare PE-Folie eingeschweißt oder mit Polyester- oder Stahlbändern umreift. Der Energiebedarf für die Ziegelherstellung betrifft hauptsächlich den Brennvorgang und das Trocknen. Die elektrische Energie wird hauptsächlich in der Aufbereitung verbraucht. Verfüllung mit Perlit: Das geblähte Perlit wird nach der Anlieferung ins Werk in Großsilos zwischengelagert. Für die Verfüllung wird es aus den Silos abgezogen und mit einem Bindemittel auf Wasserbasis gemischt. Über einen Beschicker wird das Perlit in die zugeführten Ziegelrohlinge eingefüllt und verdichtet. Der mit hydrophobiertem Perlit gefüllte Ziegel durchläuft danach zwei Stationen, in denen je die Ober- und Unterseite des verfüllten Ziegels nachverdichtet, verfestigt und gereinigt werden. Die verfüllten Ziegel durchlaufen anschließend einen Trockner. Bei einer Temperatur von ca. 120°C wird die Dämmstofffüllung getrocknet.Verfüllung mit Mineralwollstecklingen: Als Basis zur Verfüllung der Lochung der Mauerziegel dienen konventionell hergestellte Platten aus Mineralwolle, die entsprechend der Lochgeometrie des Ziegels geschnitten werden. Die so hergestellten Plattenabschnitte (Stecklinge) werden in einer weiteren Station mit Greifern von einem Roboter aufgenommen und über eine Matrize in die Lochung der Mauerziegel eingeführt. Die verwendeten Mineralfaserplatten sind bereits bei Anlieferung hinsichtlich Rohdichte und Geometrie an die Verfüllung der Mauerziegel angepasst. So lässt sich u.a. Abfall durch Verschnitt gänzlich vermeiden. Verfüllung mit Mineralwollgranulat Bei dieser Art der Verfüllung wird ein Mineralwollgranulat in die Ziegel eingebracht. Verfüllung mit Polystyrol: Als Basis zur Verfüllung der Lochung der Mauerziegel dienen lose Styroporkugeln, die in die Ziegelkammern eingefüllt werden und mittels Wasserdampf und Druck kernfest verbunden werden. Bei der Verfüllung fallen keine Abfälle an. Typ der EPD: Wiege bis Bahre (Module A1-D) Deklarierte Einheit: Die Deklaration bezieht sich auf einen Kubikmeter Mauerziegel (Dämmstoff gefüllt) mit einer Rohdichte von 575 kg/m3 (Mittelwert der Rohdichtklasse 600 kg/m3). Grundlage der Ökobilanzergebnisse in dieser EPD ist eine Durchschnittsbildung, aller deutschen Werke, die als gewichteter Mittelwert bezogen auf den Anteil der einzelnen Produktionsstätten an der Gesamtjahresproduktion erfolgte.
Mauerziegel (Dämmstoff gefüllt);8a7bcf84-f0a1-46fe-a146-4af9a182edfe;1;null;-10,0625;1;m3;-10,0625;1 m³ Mauerziegel (Dämmstoff gefüllt) Additional Info from Xml: Mauerziegel bestehen aus den Grundstoffen Ton/Lehm, ggf. Magerungsmitteln (z. B. Sand) und Wasser. Die Kammern der verfüllten Mauerziegel sind mit Perlitekügelchen, Mineralwollstecklingen, Mineralwollgranulat oder mit Polystyrol verfüllt. HERSTELLUNG: Nach dem Tonabbau im Tagebau erfolgt der Transport zur Zwischenlagerung auf dem Werksgelände. Die mechanische Aufbereitung der Tone, wie das Zerkleinern und Mischen, geschieht im Kollergang und den Walzwerken. Die o.g. Grundstoffe werden in bestimmten optimierten Verhältnissen zerkleinert (aufbereitet) gemischt und befeuchtet. Es folgt eine Lagerung im Sumpfhaus. Die Zugabe der Porosierungsmittel erfolgt vor oder nach der Lagerung im Sumpfhaus. Nach Durchlaufen des Feinwalzwerkes erfolgt die Formgebung der Rohlinge durch Strangpressen mit entsprechenden Mundstücken und nachgeschaltetem Abschneider. Das so geformte Material kommt in den Trockner, der im wesentlichen mit der Abwärme des Tunnelofens betrieben wird. Die Trocknungszeit variiert je nach Format und Rohdichte und beträgt in der Regel 24 Stunden. Danach werden die getrockneten Rohlinge bei ca. 950 °C innerhalb von bis zu maximal 24 Stunden im Tunnelofen gebrannt. Die Verbrennung der Porosierungsstoffe bewirkt eine Feinporosierung. Zur Herstellung von Planziegeln werden die Ziegel plangeschliffen. Die Ziegel werden gestapelt, in recyclebare PE-Folie eingeschweißt oder mit Polyester- oder Stahlbändern umreift. Der Energiebedarf für die Ziegelherstellung betrifft hauptsächlich den Brennvorgang und das Trocknen. Die elektrische Energie wird hauptsächlich in der Aufbereitung verbraucht. Verfüllung mit Perlit: Das geblähte Perlit wird nach der Anlieferung ins Werk in Großsilos zwischengelagert. Für die Verfüllung wird es aus den Silos abgezogen und mit einem Bindemittel auf Wasserbasis gemischt. Über einen Beschicker wird das Perlit in die zugeführten Ziegelrohlinge eingefüllt und verdichtet. Der mit hydrophobiertem Perlit gefüllte Ziegel durchläuft danach zwei Stationen, in denen je die Ober- und Unterseite des verfüllten Ziegels nachverdichtet, verfestigt und gereinigt werden. Die verfüllten Ziegel durchlaufen anschließend einen Trockner. Bei einer Temperatur von ca. 120°C wird die Dämmstofffüllung getrocknet.Verfüllung mit Mineralwollstecklingen: Als Basis zur Verfüllung der Lochung der Mauerziegel dienen konventionell hergestellte Platten aus Mineralwolle, die entsprechend der Lochgeometrie des Ziegels geschnitten werden. Die so hergestellten Plattenabschnitte (Stecklinge) werden in einer weiteren Station mit Greifern von einem Roboter aufgenommen und über eine Matrize in die Lochung der Mauerziegel eingeführt. Die verwendeten Mineralfaserplatten sind bereits bei Anlieferung hinsichtlich Rohdichte und Geometrie an die Verfüllung der Mauerziegel angepasst. So lässt sich u.a. Abfall durch Verschnitt gänzlich vermeiden. Verfüllung mit Mineralwollgranulat Bei dieser Art der Verfüllung wird ein Mineralwollgranulat in die Ziegel eingebracht. Verfüllung mit Polystyrol: Als Basis zur Verfüllung der Lochung der Mauerziegel dienen lose Styroporkugeln, die in die Ziegelkammern eingefüllt werden und mittels Wasserdampf und Druck kernfest verbunden werden. Bei der Verfüllung fallen keine Abfälle an. Typ der EPD: Wiege bis Bahre (Module A1-D) Deklarierte Einheit: Die Deklaration bezieht sich auf einen Kubikmeter Mauerziegel (Dämmstoff gefüllt) mit einer Rohdichte von 575 kg/m3 (Mittelwert der Rohdichtklasse 600 kg/m3). Grundlage der Ökobilanzergebnisse in dieser EPD ist eine Durchschnittsbildung, aller deutschen Werke, die als gewichteter Mittelwert bezogen auf den Anteil der einzelnen Produktionsstätten an der Gesamtjahresproduktion erfolgte.
Mauerziegel (Dämmstoff gefüllt);8a7bcf84-f0a1-46fe-a146-4af9a182edfe;1;null;0,319525;1;m3;0,319525;1 m³ Mauerziegel (Dämmstoff gefüllt) Additional Info from Xml: Mauerziegel bestehen aus den Grundstoffen Ton/Lehm, ggf. Magerungsmitteln (z. B. Sand) und Wasser. Die Kammern der verfüllten Mauerziegel sind mit Perlitekügelchen, Mineralwollstecklingen, Mineralwollgranulat oder mit Polystyrol verfüllt. HERSTELLUNG: Nach dem Tonabbau im Tagebau erfolgt der Transport zur Zwischenlagerung auf dem Werksgelände. Die mechanische Aufbereitung der Tone, wie das Zerkleinern und Mischen, geschieht im Kollergang und den Walzwerken. Die o.g. Grundstoffe werden in bestimmten optimierten Verhältnissen zerkleinert (aufbereitet) gemischt und befeuchtet. Es folgt eine Lagerung im Sumpfhaus. Die Zugabe der Porosierungsmittel erfolgt vor oder nach der Lagerung im Sumpfhaus. Nach Durchlaufen des Feinwalzwerkes erfolgt die Formgebung der Rohlinge durch Strangpressen mit entsprechenden Mundstücken und nachgeschaltetem Abschneider. Das so geformte Material kommt in den Trockner, der im wesentlichen mit der Abwärme des Tunnelofens betrieben wird. Die Trocknungszeit variiert je nach Format und Rohdichte und beträgt in der Regel 24 Stunden. Danach werden die getrockneten Rohlinge bei ca. 950 °C innerhalb von bis zu maximal 24 Stunden im Tunnelofen gebrannt. Die Verbrennung der Porosierungsstoffe bewirkt eine Feinporosierung. Zur Herstellung von Planziegeln werden die Ziegel plangeschliffen. Die Ziegel werden gestapelt, in recyclebare PE-Folie eingeschweißt oder mit Polyester- oder Stahlbändern umreift. Der Energiebedarf für die Ziegelherstellung betrifft hauptsächlich den Brennvorgang und das Trocknen. Die elektrische Energie wird hauptsächlich in der Aufbereitung verbraucht. Verfüllung mit Perlit: Das geblähte Perlit wird nach der Anlieferung ins Werk in Großsilos zwischengelagert. Für die Verfüllung wird es aus den Silos abgezogen und mit einem Bindemittel auf Wasserbasis gemischt. Über einen Beschicker wird das Perlit in die zugeführten Ziegelrohlinge eingefüllt und verdichtet. Der mit hydrophobiertem Perlit gefüllte Ziegel durchläuft danach zwei Stationen, in denen je die Ober- und Unterseite des verfüllten Ziegels nachverdichtet, verfestigt und gereinigt werden. Die verfüllten Ziegel durchlaufen anschließend einen Trockner. Bei einer Temperatur von ca. 120°C wird die Dämmstofffüllung getrocknet.Verfüllung mit Mineralwollstecklingen: Als Basis zur Verfüllung der Lochung der Mauerziegel dienen konventionell hergestellte Platten aus Mineralwolle, die entsprechend der Lochgeometrie des Ziegels geschnitten werden. Die so hergestellten Plattenabschnitte (Stecklinge) werden in einer weiteren Station mit Greifern von einem Roboter aufgenommen und über eine Matrize in die Lochung der Mauerziegel eingeführt. Die verwendeten Mineralfaserplatten sind bereits bei Anlieferung hinsichtlich Rohdichte und Geometrie an die Verfüllung der Mauerziegel angepasst. So lässt sich u.a. Abfall durch Verschnitt gänzlich vermeiden. Verfüllung mit Mineralwollgranulat Bei dieser Art der Verfüllung wird ein Mineralwollgranulat in die Ziegel eingebracht. Verfüllung mit Polystyrol: Als Basis zur Verfüllung der Lochung der Mauerziegel dienen lose Styroporkugeln, die in die Ziegelkammern eingefüllt werden und mittels Wasserdampf und Druck kernfest verbunden werden. Bei der Verfüllung fallen keine Abfälle an. Typ der EPD: Wiege bis Bahre (Module A1-D) Deklarierte Einheit: Die Deklaration bezieht sich auf einen Kubikmeter Mauerziegel (Dämmstoff gefüllt) mit einer Rohdichte von 575 kg/m3 (Mittelwert der Rohdichtklasse 600 kg/m3). Grundlage der Ökobilanzergebnisse in dieser EPD ist eine Durchschnittsbildung, aller deutschen Werke, die als gewichteter Mittelwert bezogen auf den Anteil der einzelnen Produktionsstätten an der Gesamtjahresproduktion erfolgte.
Mauerziegel (Dämmstoff gefüllt);8a7bcf84-f0a1-46fe-a146-4af9a182edfe;1;null;-6,97447;1;m3;-6,97447;1 m³ Mauerziegel (Dämmstoff gefüllt) Additional Info from Xml: Mauerziegel bestehen aus den Grundstoffen Ton/Lehm, ggf. Magerungsmitteln (z. B. Sand) und Wasser. Die Kammern der verfüllten Mauerziegel sind mit Perlitekügelchen, Mineralwollstecklingen, Mineralwollgranulat oder mit Polystyrol verfüllt. HERSTELLUNG: Nach dem Tonabbau im Tagebau erfolgt der Transport zur Zwischenlagerung auf dem Werksgelände. Die mechanische Aufbereitung der Tone, wie das Zerkleinern und Mischen, geschieht im Kollergang und den Walzwerken. Die o.g. Grundstoffe werden in bestimmten optimierten Verhältnissen zerkleinert (aufbereitet) gemischt und befeuchtet. Es folgt eine Lagerung im Sumpfhaus. Die Zugabe der Porosierungsmittel erfolgt vor oder nach der Lagerung im Sumpfhaus. Nach Durchlaufen des Feinwalzwerkes erfolgt die Formgebung der Rohlinge durch Strangpressen mit entsprechenden Mundstücken und nachgeschaltetem Abschneider. Das so geformte Material kommt in den Trockner, der im wesentlichen mit der Abwärme des Tunnelofens betrieben wird. Die Trocknungszeit variiert je nach Format und Rohdichte und beträgt in der Regel 24 Stunden. Danach werden die getrockneten Rohlinge bei ca. 950 °C innerhalb von bis zu maximal 24 Stunden im Tunnelofen gebrannt. Die Verbrennung der Porosierungsstoffe bewirkt eine Feinporosierung. Zur Herstellung von Planziegeln werden die Ziegel plangeschliffen. Die Ziegel werden gestapelt, in recyclebare PE-Folie eingeschweißt oder mit Polyester- oder Stahlbändern umreift. Der Energiebedarf für die Ziegelherstellung betrifft hauptsächlich den Brennvorgang und das Trocknen. Die elektrische Energie wird hauptsächlich in der Aufbereitung verbraucht. Verfüllung mit Perlit: Das geblähte Perlit wird nach der Anlieferung ins Werk in Großsilos zwischengelagert. Für die Verfüllung wird es aus den Silos abgezogen und mit einem Bindemittel auf Wasserbasis gemischt. Über einen Beschicker wird das Perlit in die zugeführten Ziegelrohlinge eingefüllt und verdichtet. Der mit hydrophobiertem Perlit gefüllte Ziegel durchläuft danach zwei Stationen, in denen je die Ober- und Unterseite des verfüllten Ziegels nachverdichtet, verfestigt und gereinigt werden. Die verfüllten Ziegel durchlaufen anschließend einen Trockner. Bei einer Temperatur von ca. 120°C wird die Dämmstofffüllung getrocknet.Verfüllung mit Mineralwollstecklingen: Als Basis zur Verfüllung der Lochung der Mauerziegel dienen konventionell hergestellte Platten aus Mineralwolle, die entsprechend der Lochgeometrie des Ziegels geschnitten werden. Die so hergestellten Plattenabschnitte (Stecklinge) werden in einer weiteren Station mit Greifern von einem Roboter aufgenommen und über eine Matrize in die Lochung der Mauerziegel eingeführt. Die verwendeten Mineralfaserplatten sind bereits bei Anlieferung hinsichtlich Rohdichte und Geometrie an die Verfüllung der Mauerziegel angepasst. So lässt sich u.a. Abfall durch Verschnitt gänzlich vermeiden. Verfüllung mit Mineralwollgranulat Bei dieser Art der Verfüllung wird ein Mineralwollgranulat in die Ziegel eingebracht. Verfüllung mit Polystyrol: Als Basis zur Verfüllung der Lochung der Mauerziegel dienen lose Styroporkugeln, die in die Ziegelkammern eingefüllt werden und mittels Wasserdampf und Druck kernfest verbunden werden. Bei der Verfüllung fallen keine Abfälle an. Typ der EPD: Wiege bis Bahre (Module A1-D) Deklarierte Einheit: Die Deklaration bezieht sich auf einen Kubikmeter Mauerziegel (Dämmstoff gefüllt) mit einer Rohdichte von 575 kg/m3 (Mittelwert der Rohdichtklasse 600 kg/m3). Grundlage der Ökobilanzergebnisse in dieser EPD ist eine Durchschnittsbildung, aller deutschen Werke, die als gewichteter Mittelwert bezogen auf den Anteil der einzelnen Produktionsstätten an der Gesamtjahresproduktion erfolgte.
