UUID;Version;Name;Kategorie;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg;EstimatedThickness (kein genauer Wert!!);Ergänzt;Quelle;Anmerkungen
1d2945e3-856e-4c5f-9894-e75bafad3a76;20.19.120;Pfosten/Riegelsystem aus Aluminium;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;generic dataset;1;qm;4ef7980c-fc52-4807-adbc-d15af63a7577;Pfosten-Riegel-System (Aluminium) Additional Info from Xml: Vordergrundsystem:Dieser Datensatz beschreibt die Herstellung bis zum Werkstor eines Pfosten- Riegel- Systems aus Aluminium ohne Verglasung. Dieser Datensatz basiert auf einer Fassade mit 3,5m Höhe und 4m Breite und wurde auf 1m² skaliert.Das betrachtete Pfosten- Riegel- System hat einen rechteckigen Querschnitt mit den Abmessungen 125mm*50mm. Der LCI- Datensatz berücksichtigt die Herstellung und die Montage aller Aluminium sowie der Befestigungs- und Abdichtungsmaterialien. Transportprozesse für die Rohstoffe wurden berücksichtigt. Alle wichtigen Energie- und Stoffflüsse sind im System inbegriffen. Die Wirkungsbilanz der Produktionsanlagen und der Infrastruktur wurde im System nicht berücksichtigt. Wenden Sie diesen Datensatz an, indem Sie die Gesamtfläche Ihres Pfosten- Riegel- Systems mit dem Ergebnis dieses Datensatzes multiplizieren.Hintergrundsystem:Strom: Die Stromerzeugung wird entsprechend der länderspezifischen Randbedingungen modelliert. Die landesspezifische Analyse beinhaltet:1.: Spezifische Kraftwerke der verschiedenen fossilen Energieträger und der Einsatz erneuerbarer Energien sind entsprechend der länderspezifischen Energieträgermixe modelliert. Die Analyse bezieht Stromimporte aus den Nachbarländern, Transmissions-und Verteilungsverluste und den Eigenverbrauch im Kraftwerk und bei der Verteilung bzw. Speicherung, z. B. durch Pumpspeicherwerke, ein.2.: Die landes-/regionalspezifischen Technologiestandards sowie die Erzeugung in Elektrizitätskraftwerken und/oder in speziellen Kraftwerken mit Kraft-Wärme-Kopplung (KWK) sind berücksichtigt. 3.: Die länderspezifische Energieträgerbereitstellung (mit Anteil der Importe und/oder Eigenversorgung) einschließlich der Energieträger-Eigenschaften (z. B. Elementar- und Energiegehalte) werden berücksichtigt. 4.: Die Förderung, Produktion, Verarbeitung und Transportprozesse werden entsprechend der Situation im jeweiligen Stromerzeugerland modelliert. Die unterschiedlichen Produktions- und Verarbeitungsverfahren (Emissionen und Wirkungsgrade) in den verschiedenen Energieerzeugerländern werden einbezogen, z. B. Rohöl-Veredelungsverfahren oder Abfackel-Raten an den Ölplattformen.Thermische Energie, Prozessdampf: Die Erzeugung von Dampf und thermischer Energie in Heizkraftwerken wird entsprechend der landesspezifischen Situation (Emissionsgrenzwerte, Energieträgerbasis) modelliert.Der Wirkungsgrad für die thermische Energieerzeugung beträgt per Definition 100% des Energieträgereinsatzes. Für Prozessdampf liegt der Wirkungsgrad im Bereich von 85-95%. Die zur Heizenergie-Erzeugung verwendeten Energieträger werden entsprechend der nationalen Situation modelliert (siehe Kapitel Strom oben).Transporte: Alle relevanten und bekannten Transportprozesse in Form von See- und Binnenschiffsverkehr sowie Bahn-, Lkw- und der Leitungstransport sind enthalten.Energieträger: Die Energieträger werden entsprechend der spezifischen Versorgungslage modelliert (siehe Kapitel Strom oben). Raffinerieprodukte: Diesel, Benzin, technische Gase, Heizöl, Schmierstoffe und Rückstände, wie Bitumen, werden mit einem parametrierten länderspezifische Raffineriemodell modelliert. Das Raffinerie-Modell bezieht die länderspezifischen Veredelungsverfahren (z. B. Emissionspegel, interner Energieverbrauch etc.) und das länderspezifische Produktspektrum ein, das sich je nach Land stark unterscheiden kann. Die Rohöl-Förderung wird gemäß der länderspezifischen Situation mit den jeweiligen Energieträger-Eigenschaften modelliert.;;;;;;5,7;;;;;
857ec105-07bd-4942-8b6a-4ecb6522f00d;00.00.002;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 60;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;specific dataset;1;qm;57c4b951-51b8-4d97-9be6-8eb1fe146efc;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 60 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;;;;5,25;;;;;
fb529c2b-fd76-4645-91ee-e38b3cc234fb;00.00.002;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 50;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;specific dataset;1;qm;41b4a300-38d8-4719-abee-5d659a4cc703;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 50 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;;;;;4,99;;;;;
0836552d-9796-47b6-b33b-12ec55050926;00.00.003;Rahmenprofile für Türen - HUECK System GmbH & Co. KG - Lava;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;specific dataset;1;qm;2d79964d-b757-47be-835b-b85773156bc7;Rahmenprofile für Türen - HUECK System GmbH & Co. KG - Lava Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;57,875;;;;4,63;;;;;
c2f10adc-56b3-4fff-9a33-6134e7646740;00.00.003;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 090;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;specific dataset;1;qm;288389f9-98f0-4ee5-85c3-4abfad0cdd25;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 090 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;39,375;;;;3,15;;;;;
b5db085c-fb09-4571-ae2b-594e2fc22baa;00.00.005;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 075;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;specific dataset;1;qm;8e242833-ae28-41c3-b29a-c226b6070622;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 075 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;39,125;;;;3,13;;;;;
9ae099db-6bd6-42ba-892f-f1e8cfb507ed;00.00.003;Rahmenprofile für Fenster - HUECK System GmbH & Co. KG - Volato;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;specific dataset;1;qm;c6c089d0-5e17-44ff-ab09-7e5b6ca462f8;Rahmenprofile für Fenster - HUECK System GmbH & Co. KG - Volato Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;40,625;;;;3,25;;;;;
4127e60a-3c42-4076-83f5-5232b4ed642e;20.19.120;Holz-Blendrahmen;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Holz;generic dataset;1;qm;57b068b7-774d-4668-a35c-198100dfee03;Holzfensterrahmen Additional Info from Xml: Der Datensatz beschreibt die Herstellung von einem laufenden Meter Holz-Blendrahmen (IV 68 Kiefer). Berücksichtigt ist hierbei die Rahmenherstellung, inklusive der forstwirtschaftlichen Vorkette, sowie die Lackierung des Holzes mit etwa 175 g pro laufenden Meter. Die Systemgrenze bildet das fertige Produkt am Werkstor. Transporte vom Werk zur Baustelle sind nicht berücksichtigt und müssen bei Systembetrachtungen eingerechnet werden. Hintergrundsystem:Strom: Die Stromerzeugung wird entsprechend der länderspezifischen Randbedingungen modelliert. Die landesspezifische Analyse beinhaltet:1.: Spezifische Kraftwerke der verschiedenen fossilen Energieträger und der Einsatz erneuerbarer Energien sind entsprechend der länderspezifischen Energieträgermixe modelliert. Die Analyse bezieht Stromimporte aus den Nachbarländern, Transmissions-und Verteilungsverluste und den Eigenverbrauch im Kraftwerk und bei der Verteilung bzw. Speicherung, z. B. durch Pumpspeicherwerke, ein.2.: Die landes-/regionalspezifischen Technologiestandards sowie die Erzeugung in Elektrizitätskraftwerken und/oder in speziellen Kraftwerken mit Kraft-Wärme-Kopplung (KWK) sind berücksichtigt. 3.: Die länderspezifische Energieträgerbereitstellung (mit Anteil der Importe und/oder Eigenversorgung) einschließlich der Energieträger-Eigenschaften (z. B. Elementar- und Energiegehalte) werden berücksichtigt. 4.: Die Förderung, Produktion, Verarbeitung und Transportprozesse werden entsprechend der Situation im jeweiligen Stromerzeugerland modelliert. Die unterschiedlichen Produktions- und Verarbeitungsverfahren (Emissionen und Wirkungsgrade) in den verschiedenen Energieerzeugerländern werden einbezogen, z. B. Rohöl-Veredelungsverfahren oder Abfackel-Raten an den Ölplattformen.Thermische Energie, Prozessdampf: Die Erzeugung von Dampf und thermischer Energie in Heizkraftwerken wird entsprechend der landesspezifischen Situation (Emissionsgrenzwerte, Energieträgerbasis) modelliert.Der Wirkungsgrad für die thermische Energieerzeugung beträgt per Definition 100% des Energieträgereinsatzes. Für Prozessdampf liegt der Wirkungsgrad im Bereich von 85-95%. Die zur Heizenergie-Erzeugung verwendeten Energieträger werden entsprechend der nationalen Situation modelliert (siehe Kapitel Strom oben).Transporte: Alle relevanten und bekannten Transportprozesse in Form von See- und Binnenschiffsverkehr sowie Bahn-, Lkw- und der Leitungstransport sind enthalten.Energieträger: Die Energieträger werden entsprechend der spezifischen Versorgungslage modelliert (siehe Kapitel Strom oben). Raffinerieprodukte: Diesel, Benzin, technische Gase, Heizöl, Schmierstoffe und Rückstände, wie Bitumen, werden mit einem parametrierten länderspezifische Raffineriemodell modelliert. Das Raffinerie-Modell bezieht die länderspezifischen Veredelungsverfahren (z. B. Emissionspegel, interner Energieverbrauch etc.) und das länderspezifische Produktspektrum ein, das sich je nach Land stark unterscheiden kann. Die Rohöl-Förderung wird gemäß der länderspezifischen Situation mit den jeweiligen Energieträger-Eigenschaften modelliert.;;26,375;;;;2,11;;0,07;EstimatedThickness;Schätzung (muss überprüft werden!);
318f08e0-1b04-49eb-ab16-531482cd75da;20.19.120;Holz-Flügelrahmen;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Holz;generic dataset;1;qm;16053bc1-a5ef-4169-8106-79ed5bcf2d06;Flügelrahmen Additional Info from Xml: Der Datensatz beschreibt die Herstellung von einem laufenden Meter Holz-Flügelrahmen (IV 68 Kiefer). Berücksichtigt ist hierbei die Rahmenherstellung, inklusive der forstwirtschaftlichen Vorkette, sowie die Lackierung des Holzes mit etwa 290 g pro laufenden Meter. Die Systemgrenze bildet das fertige Produkt am Werkstor. Transporte vom Werk zur Baustelle sind nicht berücksichtigt und müssen bei Systembetrachtungen eingerechnet werden. Hintergrundsystem:Strom: Die Stromerzeugung wird entsprechend der länderspezifischen Randbedingungen modelliert. Die landesspezifische Analyse beinhaltet:1.: Spezifische Kraftwerke der verschiedenen fossilen Energieträger und der Einsatz erneuerbarer Energien sind entsprechend der länderspezifischen Energieträgermixe modelliert. Die Analyse bezieht Stromimporte aus den Nachbarländern, Transmissions-und Verteilungsverluste und den Eigenverbrauch im Kraftwerk und bei der Verteilung bzw. Speicherung, z. B. durch Pumpspeicherwerke, ein.2.: Die landes-/regionalspezifischen Technologiestandards sowie die Erzeugung in Elektrizitätskraftwerken und/oder in speziellen Kraftwerken mit Kraft-Wärme-Kopplung (KWK) sind berücksichtigt. 3.: Die länderspezifische Energieträgerbereitstellung (mit Anteil der Importe und/oder Eigenversorgung) einschließlich der Energieträger-Eigenschaften (z. B. Elementar- und Energiegehalte) werden berücksichtigt. 4.: Die Förderung, Produktion, Verarbeitung und Transportprozesse werden entsprechend der Situation im jeweiligen Stromerzeugerland modelliert. Die unterschiedlichen Produktions- und Verarbeitungsverfahren (Emissionen und Wirkungsgrade) in den verschiedenen Energieerzeugerländern werden einbezogen, z. B. Rohöl-Veredelungsverfahren oder Abfackel-Raten an den Ölplattformen.Thermische Energie, Prozessdampf: Die Erzeugung von Dampf und thermischer Energie in Heizkraftwerken wird entsprechend der landesspezifischen Situation (Emissionsgrenzwerte, Energieträgerbasis) modelliert.Der Wirkungsgrad für die thermische Energieerzeugung beträgt per Definition 100% des Energieträgereinsatzes. Für Prozessdampf liegt der Wirkungsgrad im Bereich von 85-95%. Die zur Heizenergie-Erzeugung verwendeten Energieträger werden entsprechend der nationalen Situation modelliert (siehe Kapitel Strom oben).Transporte: Alle relevanten und bekannten Transportprozesse in Form von See- und Binnenschiffsverkehr sowie Bahn-, Lkw- und der Leitungstransport sind enthalten.Energieträger: Die Energieträger werden entsprechend der spezifischen Versorgungslage modelliert (siehe Kapitel Strom oben). Raffinerieprodukte: Diesel, Benzin, technische Gase, Heizöl, Schmierstoffe und Rückstände, wie Bitumen, werden mit einem parametrierten länderspezifische Raffineriemodell modelliert. Das Raffinerie-Modell bezieht die länderspezifischen Veredelungsverfahren (z. B. Emissionspegel, interner Energieverbrauch etc.) und das länderspezifische Produktspektrum ein, das sich je nach Land stark unterscheiden kann. Die Rohöl-Förderung wird gemäß der länderspezifischen Situation mit den jeweiligen Energieträger-Eigenschaften modelliert.;;26,375;;;;2,11;;0,07;EstimatedThickness;Schätzung (muss überprüft werden!);
91ea177a-e65a-4fe2-ac2d-2f378a03e168;20.19.120;Flügelrahmen PVC-U;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / PVC;generic dataset;1;qm;7f875b2e-2a0f-4b63-b82e-52b641075536;"Flügelrahmen PVC-U (m) Additional Info from Xml: Die Lebenszyklusanalyse von einem Meter PVC-U Rahmen mit Aussteifungsprofil bezieht sich auf die Lebenswegabschnitte cradle to gate. Die Systemgrenze bildet das fertige Produkt am Werkstor. Transporte vom Werk zur Baustelle sind nicht berücksichtigt und müssen bei Systembetrachtungen eingerechnet werden. Hintergrundsystem:Strom: Die Stromerzeugung wird entsprechend der länderspezifischen Randbedingungen modelliert. Die landesspezifische Analyse beinhaltet:1.: Spezifische Kraftwerke der verschiedenen fossilen Energieträger und der Einsatz erneuerbarer Energien sind entsprechend der länderspezifischen Energieträgermixe modelliert. Die Analyse bezieht Stromimporte aus den Nachbarländern, Transmissions-und Verteilungsverluste und den Eigenverbrauch im Kraftwerk und bei der Verteilung bzw. Speicherung, z. B. durch Pumpspeicherwerke, ein.2.: Die landes-/regionalspezifischen Technologiestandards sowie die Erzeugung in Elektrizitätskraftwerken und/oder in speziellen Kraftwerken mit Kraft-Wärme-Kopplung (KWK) sind berücksichtigt. 3.: Die länderspezifische Energieträgerbereitstellung (mit Anteil der Importe und/oder Eigenversorgung) einschließlich der Energieträger-Eigenschaften (z. B. Elementar- und Energiegehalte) werden berücksichtigt. 4.: Die Förderung, Produktion, Verarbeitung und Transportprozesse werden entsprechend der Situation im jeweiligen Stromerzeugerland modelliert. Die unterschiedlichen Produktions- und Verarbeitungsverfahren (Emissionen und Wirkungsgrade) in den verschiedenen Energieerzeugerländern werden einbezogen, z. B. Rohöl-Veredelungsverfahren oder Abfackel-Raten an den Ölplattformen.Thermische Energie, Prozessdampf: Die Erzeugung von Dampf und thermischer Energie in Heizkraftwerken wird entsprechend der landesspezifischen Situation (Emissionsgrenzwerte, Energieträgerbasis) modelliert.Der Wirkungsgrad für die thermische Energieerzeugung beträgt per Definition 100% des Energieträgereinsatzes. Für Prozessdampf liegt der Wirkungsgrad im Bereich von 85-95%. Die zur Heizenergie-Erzeugung verwendeten Energieträger werden entsprechend der nationalen Situation modelliert (siehe Kapitel Strom oben).Transporte: Alle relevanten und bekannten Transportprozesse in Form von See- und Binnenschiffsverkehr sowie Bahn-, Lkw- und der Leitungstransport sind enthalten.Energieträger: Die Energieträger werden entsprechend der spezifischen Versorgungslage modelliert (siehe Kapitel Strom oben). Raffinerieprodukte: Diesel, Benzin, technische Gase, Heizöl, Schmierstoffe und Rückstände, wie Bitumen, werden mit einem parametrierten länderspezifische Raffineriemodell modelliert. Das Raffinerie-Modell bezieht die länderspezifischen Veredelungsverfahren (z. B. Emissionspegel, interner Energieverbrauch etc.) und das länderspezifische Produktspektrum ein, das sich je nach Land stark unterscheiden kann. Die Rohöl-Förderung wird gemäß der länderspezifischen Situation mit den jeweiligen Energieträger-Eigenschaften modelliert.""";;38,75;;;;3,1;;0,07;EstimatedThickness;Schätzung (muss überprüft werden!);
5e90e94d-6e79-4d9f-854c-fb33f15c033e;20.19.120;Blendrahmen PVC-U;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / PVC;generic dataset;1;qm;8e724103-ee4f-4778-912e-3b01cd114fda;"Blendrahmen PVC-U (m) Additional Info from Xml: Die Lebenszyklusanalyse von einem Meter PVC-U Rahmen mit Aussteifungsprofil bezieht sich die Lebenswegabschnitte cradle to gate. Die Systemgrenze bildet das fertige Produkt am Werkstor. Transporte vom Werk zur Baustelle sind nicht berücksichtigt und müssen bei Systembetrachtungen eingerechnet werden. Hintergrundsystem:Strom: Die Stromerzeugung wird entsprechend der länderspezifischen Randbedingungen modelliert. Die landesspezifische Analyse beinhaltet:1.: Spezifische Kraftwerke der verschiedenen fossilen Energieträger und der Einsatz erneuerbarer Energien sind entsprechend der länderspezifischen Energieträgermixe modelliert. Die Analyse bezieht Stromimporte aus den Nachbarländern, Transmissions-und Verteilungsverluste und den Eigenverbrauch im Kraftwerk und bei der Verteilung bzw. Speicherung, z. B. durch Pumpspeicherwerke, ein.2.: Die landes-/regionalspezifischen Technologiestandards sowie die Erzeugung in Elektrizitätskraftwerken und/oder in speziellen Kraftwerken mit Kraft-Wärme-Kopplung (KWK) sind berücksichtigt. 3.: Die länderspezifische Energieträgerbereitstellung (mit Anteil der Importe und/oder Eigenversorgung) einschließlich der Energieträger-Eigenschaften (z. B. Elementar- und Energiegehalte) werden berücksichtigt. 4.: Die Förderung, Produktion, Verarbeitung und Transportprozesse werden entsprechend der Situation im jeweiligen Stromerzeugerland modelliert. Die unterschiedlichen Produktions- und Verarbeitungsverfahren (Emissionen und Wirkungsgrade) in den verschiedenen Energieerzeugerländern werden einbezogen, z. B. Rohöl-Veredelungsverfahren oder Abfackel-Raten an den Ölplattformen.Thermische Energie, Prozessdampf: Die Erzeugung von Dampf und thermischer Energie in Heizkraftwerken wird entsprechend der landesspezifischen Situation (Emissionsgrenzwerte, Energieträgerbasis) modelliert.Der Wirkungsgrad für die thermische Energieerzeugung beträgt per Definition 100% des Energieträgereinsatzes. Für Prozessdampf liegt der Wirkungsgrad im Bereich von 85-95%. Die zur Heizenergie-Erzeugung verwendeten Energieträger werden entsprechend der nationalen Situation modelliert (siehe Kapitel Strom oben).Transporte: Alle relevanten und bekannten Transportprozesse in Form von See- und Binnenschiffsverkehr sowie Bahn-, Lkw- und der Leitungstransport sind enthalten.Energieträger: Die Energieträger werden entsprechend der spezifischen Versorgungslage modelliert (siehe Kapitel Strom oben). Raffinerieprodukte: Diesel, Benzin, technische Gase, Heizöl, Schmierstoffe und Rückstände, wie Bitumen, werden mit einem parametrierten länderspezifische Raffineriemodell modelliert. Das Raffinerie-Modell bezieht die länderspezifischen Veredelungsverfahren (z. B. Emissionspegel, interner Energieverbrauch etc.) und das länderspezifische Produktspektrum ein, das sich je nach Land stark unterscheiden kann. Die Rohöl-Förderung wird gemäß der länderspezifischen Situation mit den jeweiligen Energieträger-Eigenschaften modelliert.""";;35;;;;2,8;;0,07;EstimatedThickness;Schätzung (muss überprüft werden!);
f939c2b2-7f3d-40f8-9903-d0fc30a62d91;20.19.120;Pfosten/Riegel System aus Stahl mit Dreifachverglasung Fassade;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Stahl;generic dataset;1;qm;f142786f-f5fe-4754-b855-43c2db2b8189;Stahl-Pfosten-Riegelfassaden Additional Info from Xml: VordergrundsystemDieser Datensatz beschreibt die Herstellung bis zum Werkstor eines Pfosten- Riegel- Systems aus Stahl mit Dreifachisolierverglasung. Dieser Datensatz basiert auf einer Fassade mit 3,5m Höhe und 4m Breite und wurde auf 1m² skaliert.Das betrachtete Pfosten- Riegel- System hat einen rechteckigen Querschnitt mit den Abmessungen 125mm*50mm. Der LCI- Datensatz berücksichtigt die Herstellung und die Montage aller Stahlbauteile, der Befestigungs- und Abdichtungsmaterialien, sowie der Dreifachverglasung mit einem U-Wert von 0,7 W/m²*K. Transportprozesse für die Rohstoffe wurden berücksichtigt. Alle wichtigen Energie- und Stoffflüsse sind im System inbegriffen. Die Wirkungsbilanz der Produktionsanlagen und der Infrastruktur wurde im System nicht berücksichtigt. Wenden Sie diesen Datensatz an, indem Sie die Gesamtfläche Ihres Pfosten- Riegel- Systems mit dem Ergebnis dieses Datensatzes multiplizieren.Hintergrundsystem:Strom: Die Stromerzeugung wird entsprechend der länderspezifischen Randbedingungen modelliert. Die landesspezifische Analyse beinhaltet:1.: Spezifische Kraftwerke der verschiedenen fossilen Energieträger und der Einsatz erneuerbarer Energien sind entsprechend der länderspezifischen Energieträgermixe modelliert. Die Analyse bezieht Stromimporte aus den Nachbarländern, Transmissions-und Verteilungsverluste und den Eigenverbrauch im Kraftwerk und bei der Verteilung bzw. Speicherung, z. B. durch Pumpspeicherwerke, ein.2.: Die landes-/regionalspezifischen Technologiestandards sowie die Erzeugung in Elektrizitätskraftwerken und/oder in speziellen Kraftwerken mit Kraft-Wärme-Kopplung (KWK) sind berücksichtigt. 3.: Die länderspezifische Energieträgerbereitstellung (mit Anteil der Importe und/oder Eigenversorgung) einschließlich der Energieträger-Eigenschaften (z. B. Elementar- und Energiegehalte) werden berücksichtigt. 4.: Die Förderung, Produktion, Verarbeitung und Transportprozesse werden entsprechend der Situation im jeweiligen Stromerzeugerland modelliert. Die unterschiedlichen Produktions- und Verarbeitungsverfahren (Emissionen und Wirkungsgrade) in den verschiedenen Energieerzeugerländern werden einbezogen, z. B. Rohöl-Veredelungsverfahren oder Abfackel-Raten an den Ölplattformen.Thermische Energie, Prozessdampf: Die Erzeugung von Dampf und thermischer Energie in Heizkraftwerken wird entsprechend der landesspezifischen Situation (Emissionsgrenzwerte, Energieträgerbasis) modelliert.Der Wirkungsgrad für die thermische Energieerzeugung beträgt per Definition 100% des Energieträgereinsatzes. Für Prozessdampf liegt der Wirkungsgrad im Bereich von 85-95%. Die zur Heizenergie-Erzeugung verwendeten Energieträger werden entsprechend der nationalen Situation modelliert (siehe Kapitel Strom oben).Transporte: Alle relevanten und bekannten Transportprozesse in Form von See- und Binnenschiffsverkehr sowie Bahn-, Lkw- und der Leitungstransport sind enthalten.Energieträger: Die Energieträger werden entsprechend der spezifischen Versorgungslage modelliert (siehe Kapitel Strom oben). Raffinerieprodukte: Diesel, Benzin, technische Gase, Heizöl, Schmierstoffe und Rückstände, wie Bitumen, werden mit einem parametrierten länderspezifische Raffineriemodell modelliert. Das Raffinerie-Modell bezieht die länderspezifischen Veredelungsverfahren (z. B. Emissionspegel, interner Energieverbrauch etc.) und das länderspezifische Produktspektrum ein, das sich je nach Land stark unterscheiden kann. Die Rohöl-Förderung wird gemäß der länderspezifischen Situation mit den jeweiligen Energieträger-Eigenschaften modelliert.;;21,4;;;;;;;;;
