UUID;Version;Name;Kategorie;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg; A1-A3 existing; C3 existing; C4 existing; D existing;life span;Anmerkungen
34d3bb5e-f241-45b4-b257-123281364d97;20.19.120;Calciumsulfatestrich;Mineralische Baustoffe / Mörtel und Beton / Estrich trocken;generic dataset;1;m3;a40579cd-07f3-421f-8706-4b05846b1f7c;Calciumsulfatestrich;;;1500;;;;;true;false;true;false;80;
0973f221-2284-4892-ae3d-1b8c2986b6dd;20.19.120;Zementestrich;Mineralische Baustoffe / Mörtel und Beton / Estrich trocken;generic dataset;1;m3;0be5ba26-743d-4866-bd41-08462ed62584;Zementestrich;;;2400;;;;;true;true;true;false;80;
43c3fd78-c67e-438b-b726-dd512df5d881;20.19.120;Kleber für Gipsplatten;Mineralische Baustoffe / Mörtel und Beton / Kleber und Klebemörtel;generic dataset;1;m3;47df2f44-df61-4dc4-b4e5-26641d40728b;Gipsplatten-Kleber;;;1000;;;;;true;false;true;false;50;keine andere Info vorhanden
b2c3f5a3-7858-4644-a49a-2eb883d37c91;20.19.120;Zementmörtel;Mineralische Baustoffe / Mörtel und Beton / Mauermörtel;generic dataset;1;m3;0df9d60c-1c62-4a62-b290-567a4626fce6;Zementmörtel;;;2000;;;;;true;true;true;false;50;
50180064-236e-4e52-9a1e-f172dde80844;20.19.120;Kalkzementmörtel;Mineralische Baustoffe / Mörtel und Beton / Mauermörtel;generic dataset;1;m3;e6092177-ae1f-4297-a7fb-5baf65420279;Kalkzementmörtel;;;1800;;;;;true;true;true;false;50;
e98074e5-837f-4ece-a1ba-b215f53fd56a;00.03.000;Mauermörtel-Leichtmauermörtel;Mineralische Baustoffe / Mörtel und Beton / Mauermörtel;average dataset;1;m3;83489d17-6cfb-8bd0-ab91-301deaaaeccf;1 kg Mauermörtel-Leichtmörtel;;;1000;;;;;true;false;true;true;50;
dea7df16-f59b-4842-a66c-cb9463a58ae3;20.19.120;Kalkzement Putzmörtel;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;generic dataset;1;m3;ff825116-a05f-402b-aed3-1511d59ceba9;Kalkzement Putzmörtel [m3];;;1800;;;;;true;true;true;false;50;
d7f4a913-441f-4c21-aae5-42e421737e29;20.19.120;Kalkputzmörtel;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;generic dataset;1;m3;a655ddc7-4380-46ba-b2bc-4c8773ef1fc4;Kalkputzmörtel [m3];;;1800;;;;;true;true;true;false;50;
b7fb8ab4-e1e2-4a0b-a9c4-abd6cfa6c7f3;20.19.120;Gipsputz (Gips);Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;generic dataset;1;m3;fd3d3395-1d80-4aa2-9d94-cc67dfeae7b3;Gipsputz (Gips) (m³);;;900;;;;;true;false;true;false;50;
8be785fa-5548-4ea5-a2d7-b962675b9eff;20.19.120;Lehmputz;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;generic dataset;1;m3;9057d5dd-4d2d-4da6-8bb6-95834040b6c2;Lehmputz (m³);;;900;;;;;true;true;false;true;50;
70f6e305-e46f-4719-a94f-70267b936029;20.19.120;Kalk-Gips-Innenputz;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;generic dataset;1;m3;69370838-39a9-47df-9087-c19f9f7e243b;Kalk-Gips-Innenputz  (m³);;;900;;;;;true;true;true;false;50;
4a7c30d1-37d7-47e2-8271-dbb3bee91560;20.19.120;Kunstharzputz;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;generic dataset;1;m3;325d8eee-a674-4d72-9368-cdb9bbffbb38;Kunstharzputz (m³);;;1700;;;;;true;false;true;false;50;
3a99d696-4911-45da-9f80-647ce214bca0;20.19.120;Voranstrich (Kunstharz);Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;generic dataset;1;m3;7a8a1d4b-8676-4ba2-a7fa-e82d3b9b9feb;Putz (Siliconharz);;;1550;;;;;true;false;true;false;50;
0b0d0210-c31d-4fc7-b11a-9cdfe0a87ed6;20.19.120;Gipsputz (Gips-Kalk-Putz);Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;generic dataset;1;m3;3d72c00a-3766-4587-988d-0338518d4a13;Gipsputz (Gips-Kalk-Putz) (m³);;;900;;;;;true;false;true;false;50;
07f3cd13-22bb-494d-803a-f0a440fbce7a;20.19.120;Kalk-Innenputz;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;generic dataset;1;m3;337721b9-e622-4f81-9365-3a2b0341aef5;Kalk-Innenputz (m³);;;900;;;;;true;true;true;false;50;
011c9d4d-f9df-4ff0-87f0-58faf814a239;00.01.001;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/10,5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;28ae056f-0e22-4df3-bee4-348520d1619d;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/10,5 ohne Füllbeton;;69,8;191;3,6544502618;;;;true;true;true;true;120;wie Beton
bdda4364-451f-4df2-a68b-5912469ee4c9;20.19.120;Beton-Mauersteine;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;generic dataset;1;m3;aae67966-1494-410d-9c40-66b8acd4a3de;Beton-Mauersteine (m3);;;2000;;;;;true;true;false;true;120;
1b842259-9cfe-4e41-80b3-df0a11382984;00.03.000;Dachsteine;Mineralische Baustoffe / Steine und Elemente / Dachziegel;average dataset;1;m3;ff8ac4ed-d498-b4ff-3e55-ea89a8ae4b72;1t Betondachsteine Additional Info from Xml: Für die Herstellung der Betondachsteine werden die Rohstoffe Sand, Zement, Durchfärbung, Beschichtungsfarbe und Wasser benötigt. Die Rohstoffe werden nacheinander einem Intensivmischer zugegeben und anschließend der Formgebungsmaschine zugeführt. Der profilierte Frischbeton verlässt die Formgebungsmaschine als endloser Strang und wird mit einem durch Druckluft gesteuertem Messer auf Dachsteinlänge geschnitten. Zwecks Oberflächenveredlung wird der Dachstein mit einer Kunststoffdispersion auf Wasserbasis beschichtet. Die Dachsteine durchlaufen während der Herstellung zwei Trocknungsprozesse. Die fertigen Produkte werden verpackt und sind anschließend transportfertig. Deklarierte Einheit: Als deklarierte Einheit wurde gemäß der /PCR Teil B/ 1t Betondachsteine gewählt. Der Umrechnungsfaktor und der Flächenbezug der einzelnen Dachsteintypen  werden in der folgenden Tabelle dargestellt.;;;2150;;;;;true;true;false;false;50;
ba0e47ef-b04a-4bbb-bc9d-dafc7b72edc2;00.04.000;Dachziegel Neufahrn;Mineralische Baustoffe / Steine und Elemente / Dachziegel;average dataset;1;m3;c0b0efd4-5da0-5228-5d9a-4d9c594a0dfb;Tondachziegel Additional Info from Xml: Deklariert werden Tondachziegel inkl. dem keramischen Zubehör mit den Modellbezeichnungen E58, E58 S, E58 MAX, E58 SL, Großfalz, Großfalz XXL, Reformpfanne XXL, Reformpfanne SL, Karat und Forma. Die Flächenziegel und das keramische Zubehör (Sonderziegel) der jeweiligen Modelle wurden nach ihrem Produktionsanteil im Betrachtungszeitraum 07/2013-06/2014 berücksichtigt. Die verschiedenen Produkte unterscheiden sich lediglich in Form und Farbe (Engobe). Die maßgebliche Zusammensetzung, d. h. der Ton- und Lehmanteil, ist weitgehend einheitlich. Engobe und Glasuren sind in Form einer Durchschnittsrezeptur in der Analyse enthalten. Die Hauptbestandteile der Tondachziegel sind Lößlehme und Tone. Die Gehalte können je nach keramischen Eigenschaften schwanken. Zur Verarbeitung der Rohstoffe wird Wasser zugesetzt, das in den weiteren Produktionsschritten als Wasserdampf entweicht. Die keramische Masse wird bei ca. 1100 °C in Tunnelöfen unter Verwendung von Erdgas gebrannt und so zu einem langlebigen Ziegel verbunden. Nähere Informationen zum Datenhintergrund sind der Erlus-EPD (Deklarationsnummer: EPD-ERL-20140214-IAC1-DE) zu entnehmen. Technische Daten: Die deklarierten Produkte erfüllen die Anforderungen der /DIN EN 1304/. Sie tragen die CE-Kennzeichnung entsprechend der /EU-Verordnung 765/2008/. Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von 1 t durchschnittlichen Dachziegel (Flächen- und Sonderziegel). Eine durchschnittliche Engoberezeptur fließt in die Berechnung ein.;;46;2020;0,0227722772;;;;true;true;false;false;50;
eec9c184-852b-47e5-b380-7ae5af203b65;00.04.000;Dachziegel;Mineralische Baustoffe / Steine und Elemente / Dachziegel;average dataset;1;m3;34ea0754-771c-342b-f5e8-72304e54b442;1t Dachziegel inklusive Zubehör Additional Info from Xml: Für die Herstellung der Dachziegel werden die natürlichen Rohstoffe Sand, Ton, Wasser, Bariumcarbonat und Engobe benötigt. Die Mischungen schwanken je nach keramischen Eigenschaften. Der Ton wird getrocknet und gleichzeitig gemahlen. Das Mehl wird dann im Mischer mit Wasser versetzt.Mittels einer Vacuumstrangpresse werden vorgeformte Tonbatzen gezogen, die in einer Revolverpresse zwischen zwei Gipsformen zu Dachziegelrohlingen gepresst werden. Diese feuchten, noch plastischen Rohlinge trocknen innerhalb von 12 Stunden in Trockenkammern unter Einwirkung von angewärmter Luft. Die getrockneten Dachziegel werden nach Bedarf mit Engoben beschichtet. Das anfallende Engobenwaschwasser wird dem Prozess wieder zugeführt. Das auf das Trocknen folgende Brennen wird in einem kontinuierlich arbeitenden Tunnelofen ausgeführt. Nach dem Brennen werden die Dachziegel sortiert und auf Paletten dem Versand zur Verfügung gestellt. Je nach Form werden die Dachziegel individuell verpackt. Deklarierte Einheit: Als deklarierte Einheit wurde gemäß der /PCR Teil B/ 1t Dachziegel gewählt. Der Flächenbezug sowie der Umrechnungsfaktor werden in der folgenden Tabelle dargestellt.;;45;2180;0,0206422018;;;;true;true;false;true;50;
103e98f9-8357-4d74-9063-7ea2b3b825b2;00.03.000;TERRART Fassadenplatte;Mineralische Baustoffe / Steine und Elemente / Fliesen und Platten;specific dataset;1;m3;6e2cf93c-fc46-d14a-1efa-ba02aad77a75;1 m² TERRART Fassadenplatte incl. Unterkonstruktion (67,07 kg/m²) Additional Info from Xml: TERRART® sind keramische Fassadenplatten aus gebranntem Ton. Die Platten werden aus verschiedenen Tonmischungen (weißer & roter Ton und Schamotte) hergestellt und erhalten durch abgestimmte Brennkurven ihre Oberflächen bzw. ihre Farben. Sie sind sowohl als zweischalige Platten (mit Hohlkammern) als auch als einschalige Platten für vorgehängte hinterlüftete Fassaden erhältlich. Die Fassadenplatten werden mittels systemgebundener Aluminium-Unterkonstruktion an primäre Tragsysteme der Fassade angebunden. Die in dieser EPD berücksichtigte Unterkonstruktion bezieht sich auf eine typische Unterkonstruktion für die Verwendung als Fassadenplatten. Technische Daten: TERRART® Keramische Fassadenplatten besitzen folgende technische Eigenschaften: Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von 1 m² durchschnittlicher keramischer Fassadenplatte für das repräsentative Produkt TERRART® inklusive systemgebundener Unterkonstruktion aus Aluminium-Profilen.;;67,07;2125;3,1562352941;;;;true;true;true;true;80;
26bb2bb7-7bf6-434c-a3c7-1a4a87be9929;00.02.000;Knauf Safeboard GKF;Mineralische Baustoffe / Steine und Elemente / Gipsplatten;specific dataset;1;m3;b00472d3-98a9-43cb-73da-063e5c9fd8df;1 m² Gipsplatte Knauf Safeboard GKF Additional Info from Xml: Herstellung, Transport zur Baustelle, Transport von der Baustelle zum Recycling/zur Deponie sowie Behandlung am Lebenszyklusende (Deponierung bzw. Recycling) der Gipsplatte Knauf Safeboard GKF. Die Gipsplatte Knauf Safeboard GKF besteht aus abgebundenem Gips, mineralischen Zuschlägen, Additiven und Ummantelungskarton. Technische Daten: Folgende (bau)technische Daten im Lieferzustand sind, falls für das deklarierte Produkt relevant, unter Verweis auf die Prüfnorm zu nennen: Deklarierte Einheit: Die Deklarierte Einheit ist 1 m² der Gipsplatte Knauf Safeboard GKF mit einer Dicke von 12,5 mm, Flächengewicht ca. 17,8 kg.;;;1400;;;;;true;true;true;true;50;
da69c8d7-e90d-44be-893a-c5696dddba6f;00.02.000;Knauf Silentboard GKF;Mineralische Baustoffe / Steine und Elemente / Gipsplatten;specific dataset;1;m3;0f4ce4c4-fc5a-604f-67d1-6412c97db2ae;1 m² Knauf Silentboard GKF Additional Info from Xml: Herstellung, Transport zur Baustelle, Transport von der Baustelle zur Deponie/zum Recycling sowie Behandlung am Lebenszyklusende (Deponierung bzw. Recycling) der Gipsplatte Knauf Silentbard GKF. Die Gipsplatte Knauf Silentboard GKF besteht aus einem Spezialgipskern, Additiven und Ummantelungskarton. Technische Daten: Folgende (bau)technische Daten im Lieferzustand sind für das deklarierte Produkt relevant: Deklarierte Einheit: Die deklarierte Einheit ist 1 m² der Gipsplatte Knauf Silentboard GKF mit einer Dicke von 12,5 mm, Flächengewicht ca. 17,5 kg/m².;;;1400;;;;;true;true;true;true;50;
1e19e807-cb14-494b-8f11-7618e417f1c4;00.05.000;Gipsfaserplatten;Mineralische Baustoffe / Steine und Elemente / Gipsplatten;average dataset;1;m3;f79ceffc-8066-d31b-8e7b-05dba32b447a;Fermacell Gipsfaserplatte Additional Info from Xml: Gipsaufbereitung: Hauptrohstoff der Gipsfaser-Platte ist Gips. Gips enthält etwa 21% Kristallwasser. In der Aufbereitungsanlage wird dieser Stoff zunächst in einer Mahltrocknungsanlage aufgelockert, zerkleinert und entlang der Calcinierstrecke auf ca. 170°C erwärmt. Dabei entweicht ein Teil des Kristallwassers und es bildet sich ein Mehrphasengips, In einem anschließenden Zyklon wird die Luft vom Materialstrom getrennt und in einem Filter gereinigt. Der Materialstrom wird über eine Ageing-Strecke geführt und auf unter 80°C gekühlt. Gipsfaserplatten: Die beiden natürlichen Rohstoffe Gips und Papierfasern werden gemischt und nach Zugabe von Wasser – ohne weitere Bindemittel – unter hohem Druck zu stabilen Platten gepresst, getrocknet, beidseitig, kalibriert und oberflächenhydrophobiert sowie anschließend auf die benötigten Formate zugeschnitten. Technische Daten: Leistungswerte des Produkts entsprechend der Leistungserklärung in Bezug auf dessen Wesentliche Merkmale gemäß /ETA 03/0050/, unter anderem: Deklarierte Einheit: Diese Kern-EPD bezieht sich auf die Herstellung von 1 m2  FERMACELL Gipsfaser-Platte.;;;1180;;;;;true;false;true;false;50;
1f2d6e42-9ffc-421d-990d-555eee4a7529;20.19.120;Glasbausteine;Mineralische Baustoffe / Steine und Elemente / Glasbausteine;generic dataset;1;m3;623b5b7b-2ab0-487f-b7ea-4f8c2631de51;Glasbausteine (m3);;;2500;;;;;true;false;true;false;50;
f7235d64-16e5-42d0-94c8-797a3cd6cd37;00.05.000;Kalksandstein;Mineralische Baustoffe / Steine und Elemente / Kalksandstein;average dataset;1;m3;9f378a7c-9fc1-0add-dc50-0ed3498c6500;1 t Kalksandstein Additional Info from Xml: Grundstoffe: Sand: 65 - 85 M-%, Kies: 0 - 45 M-%, Brechsand: 0 - 10 M-%, Branntkalk: 5 - 12 M-%, Gesteinsmehl: 0 - 2 M-%, Zusätzlich werden 3 - 6 M-% Wasser (bezogen auf die Feststoffe) eingesetzt. Herstellung: Die verwendeten Rezepturen werden den jeweiligen Rohstoffeigenschaften angepasst und variieren innerhalb der unter 2.6. Grundstoffe/Hilfsstoffe angegebenen Schwankungsbreiten. Weitere Stoffe sind nicht enthalten. Die Rohstoffe (Sand, Branntkalk und Wasser) werden entsprechend der jeweiligen Rezeptur gravimetrisch dosiert und intensiv miteinander vermischt. Anschließend wird die Rohstoffmischung in einem Reaktor genannten Reaktionsbehälter zwischengelagert, wobei es zu einer exothermen Reaktion kommt. Damit wird sichergestellt, dass der Branntkalk vor der Weiterverarbeitung vollständig zu Kalkhydrat ablöscht. Vom Reaktor gelangt das Mischgut in einen Nachmischer, in dem es durch Wasserzugabe auf Pressfeuchte gebracht wird. Die Verdichtung und Formgebung der Rohmasse erfolgt im Anschluss hieran in Formkästen durch die Kalksandsteinpressen. Die Rohlinge werden dann mittels einer Stapelautomatik auf Härtewagen gestapelt und über ein Schiebebühnensystem per Gleisanlage in den Härtekessel transportiert. Die Ausbildung der endgültigen Eigenschaften der Bauteile erfolgt während der anschließenden Dampfhärtung über 6 – 12 Stunden bei etwa 200°C und einem Druck von ca. 16 bar in Dampfdruckkesseln, den sog. Autoklaven. Hier bilden sich aus den eingesetzten Stoffen Calcium-Silikat-Hydrate. Die Reaktion des Materials ist mit der Entnahme aus dem Autoklav abgeschlossen. Der Dampf wird nach Abschluss des Härtungsprozesses für weitere Autoklavzyklen verwandt. Das anfallende Kondensat wird soweit technologisch möglich als Prozesswasser genutzt. Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von 1 t Kalksandstein.Durch Multiplikation der Ergebnisse mit der Rohdichteklasse, z.B. RDK 2,0, erhält man die Ökobilanzergebnisse pro m³.;;;1800;;;;;true;true;false;false;120;
f658f1b6-156a-4361-8dcb-cb1e67391551;00.03.000;Silka Kalksandstein;Mineralische Baustoffe / Steine und Elemente / Kalksandstein;average dataset;1;m3;c5de73fe-7a9b-6dfe-4b3b-8483c3bfef83;1 m³ Kalksandstein Additional Info from Xml: Sand 50 - 85 M-% Kies 0 - 45 M-% Brechsand 0 - 15 M-% Weißfeinkalk 4 - 9 M-% Graukalk 0 - 4 M-% //Herstellung: Die verwendeten Rezepturen werden den jeweiligen Rohstoffeigenschaften angepasst und variieren innerhalb der unter 2.6. Grundstoffe/Hilfsstoffe angegebenen Schwankungsbreiten. Weitere Stoffe sind nicht enthalten. Die Rohstoffe (Sand, Branntkalk und Wasser) werden entsprechend der jeweiligen Rezeptur gravimetrisch dosiert und intensiv miteinander vermischt. Anschließend wird die Rohstoffmischung in einem Reaktor genannten Reaktionsbehälter zwischengelagert, wobei es zu einer exothermen Reaktion kommt. Damit wird sichergestellt, dass der Branntkalk vor der Weiterverarbeitung vollständig zu Kalkhydrat ablöscht. Vom Reaktor gelangt das Mischgut in einen Nachmischer, in dem es durch Wasserzugabe auf Pressfeuchte gebracht wird. Die Verdichtung und Formgebung der Rohmasse erfolgt im Anschluss hieran in Formkästen durch die Kalksandsteinpressen. Die Rohlinge werden dann mittels einer Stapelautomatik auf Härtewagen gestapelt und über ein Schiebebühnensystem per Gleisanlage in den Härtekessel transportiert. Die Ausbildung der endgültigen Eigenschaften der Bauteile erfolgt während der anschließenden Dampfhärtung über 6 – 12 Stunden bei etwa 200°C und einem Druck von ca. 16 bar in Dampfdruckkesseln, den sog. Autoklaven. Hier bilden sich aus den eingesetzten Stoffen Calcium-Silikat- Hydrate. Die Reaktion des Materials ist mit der Entnahme aus dem Autoklav abgeschlossen. Der Dampf wird nach Abschluss des Härtungsprozesses für weitere Autoklavzyklen verwandt. Das anfallende Kondensat wird soweit technologisch möglich als Prozesswasser genutzt. Technische Daten: Siehe Leistungserklärung für das jeweilige Produkt. Allgemeine Angaben enthält die nachfolgende Tabelle. Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von 1 m³ Kalksandstein mit einer durchschnittlichen Rohdichte von 1800 kg/m³.;;;1800;;;;;true;true;false;false;120;
29e6c6cf-0552-4e4b-85c7-26a68a625252;20.19.120;Kalksandstein Mix;Mineralische Baustoffe / Steine und Elemente / Kalksandstein;generic dataset;1;m3;9f101572-8e14-4b2f-9c09-ab130a143270;Kalksandstein m3;;;2000;;;;;true;true;false;true;120;
606d978a-c44a-4b3e-8387-b1291b12e522;20.19.120;Lehmstein;Mineralische Baustoffe / Steine und Elemente / Lehmsteine;generic dataset;1;m3;82f2b454-1292-4bc8-89c4-95c01eadf392;Lehmstein (m3);;;1200;;;;;true;true;false;true;120;
59622fc0-d719-43bf-a16b-ae924ae0d276;20.19.120;Stampflehmwand;Mineralische Baustoffe / Steine und Elemente / Lehmsteine;generic dataset;1;m3;2b116146-a24a-4d7f-a6f5-8f5b9e51860b;Stampflehmwand (m3);;;2000;;;;;true;true;false;true;120;
a4fceab4-71a2-46c9-ac9a-19a964d48ce5;20.19.120;Hüttensteine;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;generic dataset;1;m3;4ba58d93-16ab-4472-9e08-85687abd45d4;Hüttenstein [m3];;;1400;;;;;true;true;false;true;120;
c7e171fb-d5eb-4867-9fb2-961dec81d6aa;20.20.020;Blähton LB Hohlblockstein Trennwand;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;generic dataset;1;m3;8dd423b1-7215-4ea9-a0da-94b889e6c023;Blähton LB Hohlblockstein Trennwand (m3);;;1601;;;;;true;true;true;true;120;
8f44840b-28ae-418b-bf12-fcac5b7c68b3;20.20.020;Bims-Planstein (SFK-4);Mineralische Baustoffe / Steine und Elemente / Leichtbeton;generic dataset;1;m3;5ee8cffa-390f-4fc7-96dd-f4edc397eae3;Bims-Planstein (SFK-4) [m3];;;900;;;;;true;true;true;true;120;
63ddb7e1-4e0b-43cb-8a8d-82c5c137a2a2;20.20.020;Leichtbetonstein aus 100% Naturbims;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;generic dataset;1;m3;e923cdb1-282d-4ed2-becc-958ffa3ad156;Leichtbetonstein aus 100% Naturbims [m3];;;500;;;;;true;true;true;true;120;
21a40e8f-3897-4465-975b-81b6370936fb;20.20.020;Blähton LB Planstein Außenwand;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;generic dataset;1;m3;5fd00b13-b28c-4d2c-97e3-d7f431eb420d;Blähton LB Planstein Außenwand (m3);;;501;;;;;true;true;true;true;120;
1b978129-dd5e-45ea-9c82-1c3510e9c965;20.20.020;Blähton LB Planstein Innenwand;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;generic dataset;1;m3;b6509ee0-6753-4818-b960-000ac93c6739;Blähton LB Planstein Innenwand (m3);;;701;;;;;true;true;true;true;120;
f2015a7f-ec37-4b46-86cf-e2781062b2d3;00.02.000;Mauersteine aus Leichtbeton aus natürlichen Zuschlägen - Vollstein schwer -;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;average dataset;1;m3;64654e6e-57cf-0932-6366-dfe2cab43da8;Leichtbetonmauerstein (Vollstein schwer);;;1,8;;;;0,00055;true;false;true;false;120;
f8e6de9b-b746-4220-b9fb-044459aefc3b;00.02.000;Mauersteine aus Leichtbeton aus natürlichen Zuschlägen - Vollblock leicht -;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;average dataset;1;m3;dcb73bde-10a3-13ef-d448-25c83a3a0ad7;Leichtbetonmauerstein Vbl leicht;;;450;;;;0,00222;true;false;true;false;120;
56378ea4-9a50-42cb-b035-e8abd153c6c2;00.02.000;Mauersteine aus Leichtbeton aus natürlichen Zuschlägen - Hohlblock -;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;average dataset;1;m3;a302457f-40e8-d64b-e139-321b49ebce4b;Leichtbetonmauerstein Hbl;;;800;;;;0,00125;true;false;true;false;120;
c8d19b6f-e0e7-422d-b704-ff44770df984;00.02.000;Großformatige Elemente aus Leichtbeton;Mineralische Baustoffe / Steine und Elemente / Leichtbeton;average dataset;1;m3;e8e83bbb-5493-5d4e-1a16-f3a9012befbf;Großformatige Elemente aus Leichtbeton;;;900;;;;0,00111;true;false;true;false;120;
d3b59cac-3b4e-4d18-8c3a-780b553c9591;20.19.120;Porenbeton P4 05 bewehrt;Mineralische Baustoffe / Steine und Elemente / Porenbeton;generic dataset;1;m3;b221661b-2af1-407f-9d0b-f1d964ec3487;Porenbeton P4 05 bewehrt (m3);;;500;;;;;true;true;true;true;120;
906b4864-0511-480f-a8bc-7b8302efbf0b;20.19.120;Porenbeton P2 04 unbewehrt;Mineralische Baustoffe / Steine und Elemente / Porenbeton;generic dataset;1;m3;ecb5d927-da9b-4997-ae1d-327174430869;Porenbeton P2 04 (m3);;;380;;;;;true;true;true;true;120;
57a87943-dbdd-4221-bbd2-481b8fcd1d2b;20.19.120;Porenbeton Granulat;Mineralische Baustoffe / Steine und Elemente / Porenbeton;generic dataset;1;m3;9ec578e3-d6b0-4605-be9d-2e8ad67d2ba8;Porenbeton Granulat;;;400;;;;;true;true;true;true;120;
1a43ae76-2dc9-4a3a-9926-47e7137e773d;20.19.120;Porenbeton P4 05 unbewehrt;Mineralische Baustoffe / Steine und Elemente / Porenbeton;generic dataset;1;m3;645f4b2b-ee80-4255-acef-d515e387bddc;Porenbeton P2 04 unbewehrt (m3);;;472;;;;;true;true;true;true;120;
f98eea66-671c-4014-bfbb-2db1ffba8331;00.03.000;Mauerziegel;Mineralische Baustoffe / Steine und Elemente / Ziegel;average dataset;1;m3;e08d6bc8-4d01-12a5-da9e-0a8eb0222be9;1 m³ Mauerziegel Additional Info from Xml: Mauerziegel bestehen aus den Grundstoffen Ton/Lehm (rund 96 %) und mineralischen Zuschlagstoffen (rund 4 %). HERSTELLUNG: Nach dem Tonabbau im Tagebau erfolgt der Transport zur Zwischenlagerung auf dem Werksgelände. Die mechanische Aufbereitung der Tone, wie das Zerkleinern und Mischen, geschieht im Kollergang und den Walzwerken. Die o.g. Grundstoffe werden in bestimmten optimierten Verhältnissen zerkleinert (aufbereitet) gemischt und befeuchtet. Es folgt eine Lagerung im Sumpfhaus. Die Zugabe der Porosierungsmittel erfolgt vor oder nach der Lagerung im Sumpfhaus. Nach Durchlaufen des Feinwalzwerkes und erneuter Wasserzugabe erfolgt die Formgebung der Rohlinge durch Strangpressen mit entsprechenden Mundstücken und nachgeschaltetem Abschneider. Das so geformte Material kommt in den Trockner, der im wesentlichen mit der Abwärme des Tunnelofens betrieben wird. Die Trocknungszeit variiert je nach Format und Rohdichte und beträgt in der Regel 24 Stunden. Danach werden die getrockneten Rohlinge bei ca. 1000 °C innerhalb von bis zu maximal 24 Stunden im Tunnelofen gebrannt. Die Verbrennung der Porosierungsstoffe bewirkt eine Feinporosierung. Zur Herstellung von Planziegeln werden die Ziegel plangeschliffen. Die Ziegel werden gestapelt, in recyclebare PE-Folie eingeschweißt oder mit Polyester- oder Stahlbändern umreift. Der Energiebedarf für die Ziegelherstellung betrifft hauptsächlich den Brennvorgang und das Trocknen. Die elektrische Energie wird hauptsächlich in der Aufbereitung verbraucht. Typ der EPD: Wiege bis Bahre (Module A1-D). Deklarierte Einheit: Die Deklaration bezieht sich auf einen Kubikmeter Mauerziegel mit einer Rohdichte von 575 kg/m3 (Mittelwert der Rohdichtklasse 600 kg/m3). Grundlage der Ökobilanzergebnisse in dieser EPD ist eine Durchschnittsbildung, aller deutschen Werke, die als gewichteter Mittelwert bezogen auf den Anteil der einzelnen Produktionsstätten an der Gesamtjahresproduktion erfolgte.;;;575;;;;;true;true;true;true;120;
