UUID;Name;Kategorie;Bezugsgroesse;Bezugseinheit;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg;EstimatedThickness (kein genauer Wert!!);Ergänzt;Quelle;Anmerkungen;
2c5406bc-f977-4ece-af99-7db29f20ff61;Massivholzböden und Massivholzparkett;Holz / Holzböden / Parkett;1;qm;1m² Massivholzboden Additional Info from Xml: Einschichtige Massivholzböden und Massivparkett. Massivholzböden sind einschichtige Bodenbeläge aus massivem Holz in Form von Massivholzparkett (Stab-, Riemen, Lam-, Tafel-, Mosaikparkett, Parkettblock, Hochkantlamelle, Breitlammelle, Modulklotz) oder Massivholzdielen. Die Böden haben Dicken zwischen 8 und 40 mm zur Verwendung im Innenbereich. Zur Herstellung von einschichtigen Massivholzböden wird getrocknetes Schnittholz oder Hobelware in mehreren Schritten zu verlegbaren, massiven Einzelelementen verarbeitet. Beginnend mit dem Einschnitt des Rundholzes zu Bohlen und Brettern werden diese in mehreren Arbeitsgängen zu trocknen Rohlingen für die Endproduktion vorbereitet. Je nach Produkt werden daraus in unterschiedlichen zerspanenden Prozessen verlegbare, massive Elemente in den erwünschten Dimensionen der Einzelelemente je m² Bodenfläche hergestellt. Technische Daten: Folgende technische Daten für Massivholzböden sind zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist 1m² Massivholzparkett bis zum Werkstor der Herstellung. Die Zusammensetzung entspricht dem nach Produktionsvolumen gewichteten Durchschnitt.;;11,71;;0,024;;;;;Schichtdicke;Referenzfluss-Name;Durchschnitt zwischen 8 und 40 mm;
c5583291-5780-4deb-b6ff-9379cb560607;Scheucher Parkett Mehrschichtparkett;Holz / Holzböden / Parkett;1;qm;1 m² Mehrschichtparkett Additional Info from Xml: Die vorliegende Umweltproduktdeklaration bezieht sich auf eine deklarierte Einheit von 1 m² Scheucher Mehrschichtparkett mit einem durchschnittlichen Flächengewicht von 7 kg/m² und einer Auslieferungsfeuchte von 6-9 %.Das deklarierte Produkt stellt einen flächengewichteten Durchschnitt der hergestellten Sortimente dar und bezieht sich auf das Produktionsjahr 2014. Mehrschichtparkett besteht aus einer Nutzschicht, einer Trägerschicht und im Falle von 3-Schichtböden einem Gegenzug. Zugekaufte Friesen werden nach dem Trocknen, Hobeln, Auftrennen und Sortieren zu einer Deckschicht verleimt. Diese werden dann weiter zu Schiffsböden bzw. BILAflor-Böden verarbeitet. Auch zugekaufte Deckschichten werden nach dem Qualitätssortieren zu Landhausdielen bzw. BILAflor-Böden weiterverarbeitet. Deckschichten werden zusammen mit Trägermaterial und Gegenzug verleimt. Nach einer Klimatisierungsphase werden die verpressten Dielen bei Bedarf gekittet, alle Dielen werden geschliffen und mit UV-Lack oder oxidativ trocknendem Öl-Wachs-Gemisch behandelt. Nach der rundum laufenden Profilierung mit Nut/Feder- Verbindung oder einem leimlos zu verlegenden Klickprofil (NovoLOC5G) werden die Dielen versandfertig verpackt und bis zur Auslieferung klimatisiert im Hochregal gelagert. Für die Abbildung des Hintergrundsystems im Ökobilanzmodell werden Sekundärdaten herangezogen. Diese entstammen einerseits der GaBi Datenbank /GaBi 7/ und andererseits anerkannten Literaturquellen /Rüter & Diederichs, 2012/. Das UF-Leimsystem wurde anhand eines spezifischen Hintergrunddatensatzes des Zulieferers abgebildet. Kohlenstoffgehalt und Primärenergiegehalt der Produkte wurden basierend auf ihren materialinhärenten Eigenschaften entsprechend zugrundeliegenden physikalischen Zusammenhängen bilanziert. Bei der Produktion von Scheucher Mehrschichtparkett entstehen neben dem deklarierten Produkt Koppelprodukte wie Mehrschichtplatten und Brennstoffe. Die Allokation der Umweltwirkungen des Mehrschichtparketts und der Nebenprodukte basiert auf ihrem Marktpreis. Die Allokation in der Forstkette beruht auf der Veröffentlichung von /Hasch 2002/ und dessen Aktualisierung von /Rüter & Albrecht 2007/. Für kammergetrocknete Bretter und Furniere wurde eine Preisallokation gemäß /Rüter & Diederichs, 2012/ angewandt. Technische Daten: Gemäß /EU-Verordnung Nr. 305/2011/ sind anzugeben: Deklarierte Einheit: Die vorliegende Umweltproduktdeklaration bezieht sich auf eine deklarierte Einheit von 1 m² Scheucher Mehrschichtparkett mit einem durchschnittlichen Flächengewicht von 7 kg/m² und einer Auslieferungsfeuchte von 6-9 %.;;7;;;;;;0,0125;EstimatedThickness;epd: Dicke zwischen 9 und 16 mm → Durchschnitt;;
3b66b7be-bc1e-4dd4-8779-453d4f81825f;Mehrschichtparkett (Dicke 0,01 m);Holz / Holzböden / Parkett;1;qm;Parkett (Mehrschicht-);;6,5;;0,01;;;;;Schichtdicke;Name;;
e920d325-c474-4ff4-b84a-531af01c7759;Admonter Massivholzmehrschichtprodukte;Holz / Vollholz / Brettschichtholzplatte;1;qm;1 m² Massivholzmehrschichtprodukt Additional Info from Xml: Die vorliegende Umweltproduktdeklaration bezieht sich auf eine deklarierte Einheit von 1 m² Admonter Massivholzmehrschichtprodukte mit einem durchschnittlichen Flächengewicht von 8,125 kg/m² und einer Auslieferungsfeuchte von 7 %. Das deklarierte Produkt stellt einen flächengewichteten Durchschnitt der hergestellten Sortimente dar und bezieht sich auf das Produktionsjahr 2014. Bei Admonter Massivholzmehrschichtprodukten handelt es sich um Mehrschichtparkettböden und Mehrschichtmassivholzplatten mit Edelholznutzschicht, welche auf einem Trägermaterial aus vorwiegend Fichte kreuzweise verleimt werden. Mit Ausnahme 2- schichtiger Produkte haben die übrigen Produkte einen mehrschichtigen, symmetrischen Aufbau mit Massivholzgegenzug. Gliederung des Herstellprozesses: -Anlieferung des Schnittholzes, des Lamellenmaterials und des vorgefertigten Trägermaterials -Qualitätskontrolle -Trocknung des Schnittholzes, teilweise Trocknung der Lamellen -Teilweise Thermo-Behandlung des Rohmaterials -Auftrennen des Schnittholzes zu Lamellen oder Trägermaterial -Qualitätssortierung -Verleimung -Ausfertigung -Teilweises Besäumen zu Plattenformaten -Teilweise Auftrennen zu Kleinformaten -Teilweise Profilierung -Qualitätskontrolle -Teilweise Oberflächenstrukturierung -Teilweise Oberflächenbehandlung -Qualitätskontrolle -Verpackung je nach Produktart -Kommissionierung und Versand Für die Abbildung des Hintergrundsystems im Ökobilanzmodell werden Sekundärdaten herangezogen. Diese entstammen einerseits der GaBi Datenbank /GaBi 7/ und andererseits anerkannten Literaturquellen /Rüter und Diederichs, 2012/. Das UF-Leimsystem wurde anhand eines spezifischen Hintergrunddatensatzes des Zulieferers abgebildet. Kohlenstoffgehalt und Primärenergiegehalt der Produkte wurden basierend auf ihren materialinhärenten Eigenschaften entsprechend zugrundeliegenden physikalischen Zusammenhängen bilanziert. Bei der Produktion von Admonter Massivholzmehrschichtprodukten entsteht neben dem deklarierten Produkt ein Überschuss an thermischer Energie aus der werkseigenen KWK-Anlage, welcher an das Admonter Fernwärmenetz verkauft wird. Dieser Überschuss wird als Koppelprodukt behandelt und basierend auf den derzeit gültigen Marktpreisen alloziert. Die Allokation in der Forstkette beruht auf der Veröffentlichung von /Hasch 2002/ und dessen Aktualisierung von /Rüter und Albrecht 2007/. Für kammergetrocknete Bretter und Furniere wurde eine Preisallokation gemäß /Rüter und Diederichs, 2012/ angewandt. Technische Daten: Gemäß /EU-Verordnung Nr. 305/2011/ sind die in der Leistungserklärung aufgeführten Daten anzugeben, weitere Daten sind freiwilliger Natur.: Deklarierte Einheit: Die vorliegende Umweltproduktdeklaration bezieht sich auf eine deklarierte Einheit von 1 m² Admonter Massivholzmehrschichtprodukt mit einem durchschnittlichen Flächengewicht von 8,125 kg/m² und einer Auslieferungsfeuchte von 7 %.;;8,125;;;;;0,123;0,026;Flächengewicht korrigiert, EstimatedThickness;Aus der EPD:Die Produktdicken liegen zwischen 10mm und 42mm –> Durchschnitt 26 mm.PARKETTBODEN! → flooring → ok in m²;;
de0c1710-057b-46ff-b6da-9fb26c113fa3;FW 50 BF.HI;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;6,1;qm;FW 50 BF.HI B x H: 3050 mm x 3050 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Die Isolationsprofile werden mit den Aluminiumprofilen fest verbunden. Anschließend werden die Profile am Baukörper zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. In die Fassadenrahmenkonstruktion können auch fertige Fensterlemente Schüco AWS eingebaut werden. Abschließend erfolgt eine Funktionskontrolle. Technische Daten: Gemäß CE-Kennzeichnung sind für Feld 1 folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist ein Fassadenelement mit der Größe 3050 mm x 3050 mm.;;;;;;;;;Bezugsgröße und -einheit;Elementgröße 3,05 x 3,05m;"Diesen Datensatz kann man nur in m² nutzen; Verglasungsanteil unklar → complete curtain wall";
a287ee57-814f-4a5d-bccd-64b207385f47;FWS 50 SI;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;6,1;qm;Schüco FWS 50 B x H: 3050 mm x 3050 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Die Isolationsprofile werden mit den Aluminiumprofilen fest verbunden. Anschließend werden die Profile am Baukörper zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. In die Fassadenrahmenkonstruktion können auch fertige Fensterlemente Schüco AWS eingebaut werden. Abschließend erfolgt eine Funktionskontrolle. Technische Daten: Gemäß CE-Kennzeichnung sind für Feld 1 folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist ein Fassadenelement mit der Größe 3050 mm x 3050 mm.;;;;;;;;;Bezugsgröße und -einheit;Elementgröße 3,05 x 3,05m;;
6adf0159-37a0-47d0-86d4-54d193b1a3e1;SCHÜCO AWS 75.SI;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;1,8204;qm;Schüco AWS 75.SI B x H: 1230 mm x 1480 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile und die damit bereits verbundenen Isolierstege werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Anschließend werden die Profile zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Die beweglichen Fensterrahmen werden mit den Beschlagsbauteilen verbunden. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. Abschließend erfolgt eine Funktionskontrolle und die Etikettierung des Elementes. Technische Daten: Gemäß CE-Kennzeichnung sind folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist ein Fenster Typ Schüco AWS 75.SI+ in spezifischer Abmessung 1230 mm x 1480 mm.;;;;;;;;;Bezugsgröße und -einheit;"ggf nicht skalierbar, weil der Rahmen unproportional umgerechnet würde? Das ist eine Standardfenstergröße; nur in m² nutzbar";;
8b3ee4e2-c086-41dc-bd07-e9e853f9da8b;Aluminium-Rahmenprofil, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;1;m;Aluminium-Rahmenprofil, pulverbeschichtet (m);;12,75;;;;1,02;;;Flächengewicht;Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m;keine Maße angegeben → nicht umrechenbar in m²;
66990642-726e-4483-abc3-d5d0b4d7a5e7;Aluminium-Flügelrahmenprofil, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;1;m;Aluminium-Flügelrahmenprofil, pulverbeschichtet (m);;12,25;;;;0,98;;;Flächengewicht;Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m;keine Maße angegeben → nicht umrechenbar in m²;
dfa64bbb-dc8d-497b-9557-300416b8448f;Aluminium-Rahmenprofil, thermisch getrennt, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;1;m;Aluminium-Rahmenprofil, thermisch getrennt, pulverbeschichtet (m);;17,875;;;;1,43;;;Flächengewicht;Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m;keine Maße angegeben → nicht umrechenbar in m²;
c1cacd2c-d98d-4795-84db-b567d25bb1ed;Aluminium-Flügelrahmenprofil, thermisch getrennt, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;1;m;Aluminium-Flügelrahmenprofil, thermisch getrennt, pulverbeschichtet (m);;18,875;;;;1,51;;;Flächengewicht;Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m;keine Maße angegeben → nicht umrechenbar in m²;
1d2945e3-856e-4c5f-9894-e75bafad3a76;Pfosten/Riegelsystem aus Aluminium;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;1;qm;Pfosten-Riegel-System (Aluminium);;;;;;5,7;;;Bezugseinheit korrigiert (m²);Prozess-Datensatz: Dieser Datensatz beschreibt die Herstellung bis zum Werkstor eines Pfosten- Riegel- Systems aus Aluminium ohne Verglasung. Dieser Datensatz basiert auf einer Fassade mit 3,5m Höhe und 4m Breite und wurde auf 1m² skaliert. Das betrachtete Pfosten- Riegel- System hat einen rechteckigen Querschnitt mit den Abmessungen 125mm*50mm. Wenden Sie diesen Datensatz an, indem Sie die Gesamtfläche Ihres Pfosten- Riegel- Systems mit dem Ergebnis dieses Datensatzes multiplizieren.;;
857ec105-07bd-4942-8b6a-4ecb6522f00d;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 60;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;0,06;qm;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 60;;;;;;5,25;;;Bezugsgröße und -einheit;"Prozess-Datensatz: Aluminiumprofile mit Ansichtsbreiten von 60 mm; Bautiefe 25 mm bis 300 mm. → 1m entspricht 0,06m²";;
fb529c2b-fd76-4645-91ee-e38b3cc234fb;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 50;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;0,05;qm;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 50;;;;;;4,99;;;Bezugsgröße und -einheit;"Prozess-Datensatz: Aluminiumprofile mit Ansichtsbreiten von 50 mm; Bautiefe 25 mm bis 300 mm. → 1 m entspricht 0,05 m²";;
0836552d-9796-47b6-b33b-12ec55050926;Rahmenprofile für Türen - HUECK System GmbH & Co. KG - Lava;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;1;m;Rahmenprofile für Türen - HUECK System GmbH & Co. KG - Lava;;57,875;;;;4,63;;;Flächengewicht;"Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m, Prozess-Datensatz: Kälte- und hochwärmegedämmte Aluminiumkonstruktioen mit unterschiedlichen Bautiefen von 65 mm und 77 mm. Rahmenansichtsbreiten der Türen von 51,5 mm bis 200 mm. EPD: Die durchschnittliche Einheit wird folgendermaßen deklariert: Direkt genutzte Stoffströme werden mittels der durchschnittlichen Größen (Fenster (1,23mx1,48m; Türen; 1,23x2,18m, Hebeschiebeelement: 3,00mx2,18m (…) ermittelt und auf die deklarierte Einheit zugeordnet";nicht umrechenbar auf m² oder m³;
c2f10adc-56b3-4fff-9a33-6134e7646740;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 090;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;1;m;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 090;;39,375;;;;3,15;;;Flächengewicht;"Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m, Prozess-Datensatz: Rahmenansichtsbreiten der Fenster von 55 mm bis 225 mm, der Türen von 65 mm bis 75 mm .EPD: Die durchschnittliche Einheit wird folgendermaßen deklariert: Direkt genutzte Stoffströme werden mittels der durchschnittlichen Größen (Fenster (1,23mx1,48m; Türen; 1,23x2,18m, Hebeschiebeelement: 3,00mx2,18m (…) ermittelt und auf die deklarierte Einheit zugeordnet";nicht umrechenbar auf m² oder m³;
b5db085c-fb09-4571-ae2b-594e2fc22baa;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 075;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;1;m;Rahmenprofile für Fenster und Türen - HUECK System GmbH & Co. KG - WS/DS 075;;39,125;;;;3,13;;;Flächengewicht;"Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m, Prozess-Datensatz: Hochwärmegedämmte Aluminiumkonstruktioen mit einer Bautiefe von 75 mm. Rahmenansichtsbreiten der Fenster von 55 mm bis 225 mm, der Türen von 65 mm bis 75 mm . EPD: Die durchschnittliche Einheit wird folgendermaßen deklariert: Direkt genutzte Stoffströme werden mittels der durchschnittlichen Größen (Fenster (1,23mx1,48m; Türen; 1,23x2,18m, Hebeschiebeelement: 3,00mx2,18m (…) ermittelt und auf die deklarierte Einheit zugeordnet";nicht umrechenbar auf m² oder m³;
9ae099db-6bd6-42ba-892f-f1e8cfb507ed;Rahmenprofile für Fenster - HUECK System GmbH & Co. KG - Volato;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;1;m;Rahmenprofile für Fenster - HUECK System GmbH & Co. KG - Volato;;40,625;;;;3,25;;;Flächengewicht;"Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m, Prozess-Datensatz: Hochwärmegedämmte Aluminiumkonstruktioen mit einer Profilbautiefe bis 148 mm. Rahmenansichtsbreiten der Fenster von 35 mm bis 115 mm. EPD: Die durchschnittliche Einheit wird folgendermaßen deklariert: Direkt genutzte Stoffströme werden mittels der durchschnittlichen Größen (Fenster (1,23mx1,48m; Türen; 1,23x2,18m, Hebeschiebeelement: 3,00mx2,18m (…) ermittelt und auf die deklarierte Einheit zugeordnet";nicht umrechenbar auf m² oder m³;
4127e60a-3c42-4076-83f5-5232b4ed642e;Holz-Blendrahmen;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Holz;1;m;Holzfensterrahmen Der Datensatz beschreibt die Herstellung von einem laufenden Meter Holz-Blendrahmen (IV 68 Kiefer). Berücksichtigt ist hierbei die Rahmenherstellung, inklusive der forstwirtschaftlichen Vorkette, sowie die Lackierung des Holzes mit etwa 175 g pro laufenden Meter. Die Systemgrenze bildet das fertige Produkt am Werkstor.;;26,375;;;;2,11;;;Flächengewicht;"IV 68: Isolierverglasung 68 mm Bautiefe; Annahme 8 cm Breite (→ Dadurch Flächengewicht = Längengewicht/0,08m)";nicht umrechenbar auf m² oder m³;
318f08e0-1b04-49eb-ab16-531482cd75da;Holz-Flügelrahmen;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Holz;1;m;Flügelrahmen Der Datensatz beschreibt die Herstellung von einem laufenden Meter Holz-Flügelrahmen (IV 68 Kiefer). Berücksichtigt ist hierbei die Rahmenherstellung, inklusive der forstwirtschaftlichen Vorkette, sowie die Lackierung des Holzes mit etwa 290 g pro laufenden Meter.;;26,375;;;;2,11;;;Flächengewicht;"IV 68: Isolierverglasung 68 mm Bautiefe; Annahme 8 cm Breite (→ Dadurch Flächengewicht = Längengewicht/0,08m)";nicht umrechenbar auf m² oder m³;
91ea177a-e65a-4fe2-ac2d-2f378a03e168;Flügelrahmen PVC-U;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / PVC;1;m;Flügelrahmen PVC-U (m);;38,75;;;;3,1;;;Flächengewicht;Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m;nicht umrechenbar auf m² oder m³;
5e90e94d-6e79-4d9f-854c-fb33f15c033e;Blendrahmen PVC-U;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / PVC;1;m;Blendrahmen PVC-U (m);;35;;;;2,8;;;Flächengewicht;Annahme: 8 cm Breite → Flächengewicht = Längengewicht/0,08 m;nicht umrechenbar auf m² oder m³;
a60431a7-10aa-4106-bc7c-c6acb01ee9b3;Pfosten/Riegelsystem aus Stahl;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Stahl;1;qm;Pfosten-Riegel-System (Stahl);;;;;;;;;Bezugsgröße korrigiert;Prozess-Datensatz: Vordergrundsystem: Dieser Datensatz beschreibt die Herstellung bis zum Werkstor eines Pfosten- Riegel- Systems aus Stahl ohne Verglasung. Dieser Datensatz basiert auf einer Fassade mit 3,5m Höhe und 4m Breite und wurde auf 1m² skaliert. Das betrachtete Pfosten- Riegel- System hat einen rechteckigen Querschnitt mit den Abmessungen 125mm*50mm. Der LCI- Datensatz berücksichtigt die Herstellung und die Montage aller Stahlbauteile sowie der Befestigungs- und Abdichtungsmaterialien. Transportprozesse für die Rohstoffe wurden berücksichtigt. Alle wichtigen Energie- und Stoffflüsse sind im System inbegriffen. Die Wirkungsbilanz der Produktionsanlagen und der Infrastruktur wurde im System nicht berücksichtigt. Wenden Sie diesen Datensatz an, indem Sie die Gesamtfläche Ihres Pfosten- Riegel- Systems mit dem Ergebnis dieses Datensatzes multiplizieren.;;
00b700ef-2d55-4434-b91d-c97cc1f85d40;SCHÜCO ADS 75.SI;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;2,42;qm;Schüco ADS 75.SI B x H: 1100 mm x 2200 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile und die damit bereits verbundenen Isolierstege werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Anschließend werden die Profile zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Die beweglichen Türrahmen werden mit den Beschlagsbauteilen verbunden. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. Abschließend erfolgt eine Funktionskontrolle und die Etikettierung des Elementes. Technische Daten: Gemäß CE-Kennzeichnung sind folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist eine Tür Typ Schüco ADS 75.SI in spezifischer Abmessung 1100 mm x 2200 mm.;;;;;;;;;Bezugsgröße und -einheit;ggf nicht skalierbar, weil der Rahmen unproportional umgerechnet würde? Nur in m² nutzbar;;
8db37c49-5e41-43b6-8c20-1bc646afda62;SCHÜCO ADS 80 FR 60;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;2,42;qm;Schüco ADS 80 FR 60 B x H: 1100 mm x 2200 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile und die damit bereits verbundenen Isolierstege werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Anschließend werden die Profile zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Die beweglichen Türrahmen werden mit den Beschlagsbauteilen verbunden. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. Abschließend erfolgt eine Funktionskontrolle und die Etikettierung des Elementes. Technische Daten: Gemäß CE-Kennzeichnung sind folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist eine Tür Typ Schüco ADS 80 FR 60 in spezifischer Abmessung 1100 mm x 2200 mm.;;;;;;;;;Bezugsgröße und -einheit;ggf nicht skalierbar, weil der Rahmen unproportional umgerechnet würde? Nur in m² nutzbar;;
4d22a515-cfcc-4bcb-bbf9-a6e647bed9ab;Tür - Hörmann KG Eckelhausen - Haustür;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;1;qm;Tür - Hörmann KG Eckelhausen - Haustür;;47;;;;;;;;;Türen / Tore: ok in m²;
8526239b-fa75-4b15-b4d5-790f1a15bba6;Tür - Hörmann KG Eckelhausen - Rauchschutztür;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;1;qm;Tür - Hörmann KG Eckelhausen - Rauchschutztür;;41;;;;;;;;;Türen / Tore: ok in m²;
b9c08cf4-c6ad-4f12-bd5a-524c5a10ef51;Tür - Hörmann KG Eckelhausen - Feuerschutztür T30;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;1;qm;Tür - Hörmann KG Eckelhausen - Feuerschutztür T30;;55;;;;;;;;;Türen / Tore: ok in m²;
34a3f341-4af5-4ad4-9e17-6ff9b0713dfc;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;1;qm;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;;101;;;;;;;;;Türen / Tore: ok in m²;
81f26749-0b39-4eb5-9015-bbebae3c7413;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Alu;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;1;qm;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Alu;;88,54;;;6,3;;;;;;Türen / Tore: ok in m²;
4064c6df-dcc8-4a4f-9a67-207dd38398b2;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Turbotor STT;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;1;qm;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Turbotor STT;;85,08;;;15,2;;;;;;Türen / Tore: ok in m²;
2d10d549-e9de-4dbe-a732-4331fa2c5aaa;Tor - Lindab A/S - Sektionaltor LDP;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Aluminium;1;qm;Tor - Lindab A/S - Sektionaltor LDP;;19,7;;;;;;;;;Türen / Tore: ok in m²;
b6762ea6-ca6f-4039-ae9d-8e1f0a146632;Tor - Hörmann Legnica Sp. z o.o - Kipptor ET 500;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Hörmann Legnica Sp. z o.o - Kipptor ET 500;;36,1;;;;;;;;;Türen / Tore: ok in m²;
ffbf8bee-1796-4c5c-a815-41a1a8307de6;Tor - Hörmann Legnica Sp. z o.o - Schwingtor N 500;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Hörmann Legnica Sp. z o.o - Schwingtor N 500;;28,3;;;;;;;;;Türen / Tore: ok in m²;
ef35288f-66e7-4a7b-8f35-1a0a2edb5fef;Tür - Hörmann Legnica Sp. z o.o - Nebentür NT 500;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tür - Hörmann Legnica Sp. z o.o - Nebentür NT 500;;21,6;;;;;;;;;Türen / Tore: ok in m²;
d9184cba-f3ad-4ff0-9c71-90cc6e21fcb8;Tor - Hörmann Legnica Sp. z o.o - Sammelgaragentor ST 500;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;1;qm;Tor - Hörmann Legnica Sp. z o.o - Sammelgaragentor ST 500;;29;;;;;;;;;Türen / Tore: ok in m²;
