UUID;Version;Name;Kategorie;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg; A1-A3 existing; C3 existing; C4 existing; D existing;KG_3xx;Layer;Construction type;noch unsicher;verwendbar für frühe Planungsphasen;Anmerkungen / zusätzliche Eingrenzung;
49fe2b06-ea9c-4cef-b0a1-a75fd1ed6bf8;20.20.020;WDVS Verklebung und Beschichtung Dekorputz mineralisch;Dämmstoffe / Wärmedämmverbundsystem / Wärmedämmverbundsystem;generic dataset;1;qm;f4ecc4bb-a694-429c-bdcc-0a117f98111a;WDVS Verklebung und Beschichtung Dekorputz mineralisch;;17,4;;;;;;;;;;335B;EIFS;;;x;;
1b84e630-6489-493e-a066-1b976684dd03;20.20.020;WDVS Verklebung und Beschichtung Silikonharzputz;Dämmstoffe / Wärmedämmverbundsystem / Wärmedämmverbundsystem;generic dataset;1;qm;c4745af7-fc6b-4588-866a-fcc7d38f1116;WDVS Verklebung und Beschichtung Silikonharzputz;;12,3;;;;;;;;;;335B;EIFS;;;x;;
ac3fb66d-bfd1-4e97-b63b-f8f4da17fbdf;00.04.000;MDF beschichtet;Holz / Holzwerkstoffe / Holzfaserplatten;specific dataset;1;m3;51d52f90-4733-f4fd-5527-4edbf1b87b75;1 m² MDF Platte beschichtet Additional Info from Xml: Herstellung der Rohplatten: 1. Entrindung der Stämme 2. Zerspanung des Holzes zu Spänen 3. Kochen der Späne 4. Zerfaserung im Refiner 5. Trockung der Fasern auf ca. 2-3% Restfeuchte 6. Beleimung der Fasern mit Harzen 7. Streuung der beleimten Fasern auf ein Formband 8. Verpressen der Fasermatte in einer kontinuierlich arbeitenden Heißpresse 9. Aufteilen und Besäumen des Faserstranges zu Rohplattenformaten 10. Auskühlen der Rohplatten in Sternkühlwendern 11. Abstapelung zu Großstapeln 12. Nach Klimatisierungsphase Schleifen der Oberund Unterseite Herstellung der Imprägnate: 1. Abwicklung der Rohpapiere 2. Aufnahme von Imprägnierharz (MUF) in der Anlage 3. Trocknung des imprägnierten Papiers in beheizten Trocknern 4. Formatierung des endlosen Papiers mittels Querschneider 5. Abstapelung der formatierten Bögen auf Paletten Herstellung der beschichteten MDF Platten: 1. Legung der Imprägnate auf die Ober- und Unterseite der Rohplatte 2. Verpressung der Platte in der Heißpresse mit verschieden strukturierten Pressblechen / -bändern 3. Qualitätssortierung und Abstapelung 4. Klimatisierungsphase von bis zu 14 Tagen Alle während der Produktion anfallenden Reste (Besäum-, Schneid- und Fräsreste) werden ausnahmslos einer thermischen Verwertung zugeführt. Technische Daten: Technische Daten für EGGER MDF-ST E1CE Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von  1 m² beschichteter MDF Platte mit einer durchschnittlichen Dicke von 11,7 mm und einem Flächengewicht von 12,7 kg/m².;;;700;;;;;true;true;false;true;331B, 332, 341, 342, 345, 354, 364;boards;;;x;;
6e578da4-f52f-440c-87b9-a4ba2344b426;00.02.000;Hochdichte Faserplatte (Durchschnitt DE);Holz / Holzwerkstoffe / Holzfaserplatten;representative dataset;1;m3;489c5610-fe77-451b-a82e-daba698ef22b;HDF (849,9 kg/m³);;;849,92;;;;;true;true;false;true;331B, 332, 341, 342, 345, 354, 364;boards;;;x;Hochdichte Faserplatten finden im Innen- und Dachausbau Anwendung. Bevorzugt werden sie als Trägermaterial für hohe Belastung bei geringer Materialstärke (z. B. Laminatfußböden) eingesetzt.;
e5141109-efd6-4fbc-a850-53a48ad30f18;00.02.000;Mitteldichte Faserplatte (Durchschnitt DE);Holz / Holzwerkstoffe / Holzfaserplatten;representative dataset;1;m3;db80b824-b32d-439d-a020-da031f802805;MDF (737,5 kg/m³);;;737,5;;;;;true;true;false;true;331B, 332, 341, 342, 345, 354, 364;boards;;;x;Mitteldichte Faserplatten finden im Innen- und Dachausbau Anwendung. Faserplatten werden als Trägerplatte für Laminatfußböden und im Möbelbereich für Möbel- und Küchenfronten, im Ladenbau und Lautsprecherbau eingesetzt.;
83be43f7-6ab2-4b99-b7b3-b856501e9221;00.03.000;Rohe und beschichtete MDF und HDF Holzfaserplatten;Holz / Holzwerkstoffe / Holzfaserplatten;average dataset;1;m3;03fffd9b-4dc4-aa0a-83d4-2682bf8c3573;MDF und HDF Platte, Roh und beschichtet;;;810;;;;0,00123;true;true;false;true;336, 345, 354, 364;cladding;;;x;Rohe und beschichtete MDF und HDF-Platten werden im dekorativen Innenausbau, Möbelbau, als Fußboden-, Wand- und Deckenpaneele und im dekorativen Objektbau verwendet.;
8ac8faaf-ca43-4d5c-80e6-2e45fb456d23;00.04.000;Eurolight beschichtet;Holz / Holzwerkstoffe / Spanplatten;specific dataset;1;m3;ae21ded8-3ae8-5cac-4445-700acd6daa0c;1 m² beschichtete Leichtbauplatte Additional Info from Xml: Melaminbeschichtete Leichtbauplatte mit Decklagen aus Dünnspanplatte und einer Kartonwaben-Mittellage Herstellung der Rohplatten (Decklage) 1. Rundholzzerspanung 2. Hackschnitzelaufbereitung 3. Restholzaufbereitung 4. Trocknung der Späne auf ca. 2-3 % Restfeuchte 5. Beleimung der Späne 6. Streuung der beleimten Späne auf ein Formband 7. Verpressen des Spänekuchens in einer kontinuierlich arbeitenden Kalander-Heißpresse 8. Schleifen der Ober- und Unterseite 9. Aufteilen und Besäumen des Plattenstranges zu Rohplattenformaten 10. Abstapelung zu Großstapeln Herstellung der Imprägnate 1. Abwicklung der Rohpapiere 2. Aufnahme von Imprägnierharz (MUF) in der Anlage 3. Trocknung des imprägnierten Papiers in beheizten Trocknern 4. Formatierung des endlosen Papiers mittels Querschneider 5. Abstapelung der formatierten Bögen auf Paletten Herstellung der beschichteten Spanplatten: 1. Legung der Imprägnate auf die Oberund Unterseite der Rohplatte 2. Verpressung der Platte in der Heißpresse mit verschieden strukturierten Pressblechen 3. Qualitätssortierung und Abstapelung Herstellung der Leichtbauplatten 1. Auftrennung der beiden verbundenen beschichteten Platten mittels Längskreissägen und Quertrennmesser 2. Beleimung der beiden Decklagen mit PURKlebstoffsystem 3. Expansion der Sechseckwabe im Durchlauftrockner 4. Verbindung der beleimten Decklage mit der Mittellage 5. Kalibrierung des Verbundelementes in einer kontinuierlichen Kalibrierpresse 6. Besäumen und setzen von Trennschnitten 7. Abstapelung und Verpackung der Platten Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung voneinem Kubikmeter beschichteter Eurolight Platte.Unbeschichtete Eurolight Platten weisen eine mittlereDichte von 12,4 kg/m² und eine durchschnittliche Gesamtdicke von 42,6 mm auf. Der Durchschnitt wurde nach Produktionsmengen der einzelnen Dicken gewichtet.;;;254;;;;;true;true;false;true;331B, 332, 341, 342, 345, 354, 364;boards;;;x;;
acc44187-3de9-462d-b332-4b1806e5897c;00.04.000;Eurolight roh;Holz / Holzwerkstoffe / Spanplatten;specific dataset;1;m3;2fd5620b-a381-74b7-aa50-c6154e638f6f;1 m² rohe Eurolight-Platte Additional Info from Xml: PUR-verleimte Leichtbauplatte aus Dünnspanplatte (Decklagen) und Sechseck-Kartonwabe (Mittellage) Herstellung der Rohplatten (Decklage) 1. Rundholzzerspanung 2. Hackschnitzelaufbereitung 3. Restholzaufbereitung 4. Trocknung der Späne auf ca. 2-3 % Restfeuchte 5. Beleimung der Späne 6. Streuung der beleimten Späne auf ein Formband 7. Verpressen des Spänekuchens in einer kontinuierlich arbeitenden Kalander-Heißpresse 8. Schleifen der Ober- und Unterseite 9. Aufteilen und Besäumen des Plattenstranges zu Rohplattenformaten 10. Abstapelung zu Großstapeln Herstellung der Leichtbauplatten 1. Auftrennung der beiden verbundenen rohen Platten mittels Längskreissägen und Quertrennmesser 2. Beleimung der beiden Decklagen mit PURKlebstoffsystem 3. Expansion der Sechseckwabe im Durchlauftrockner 4. Verbindung der beleimten Decklage mit der Mittellage 5. Kalibrierung des Verbundelementes in einer kontinuierlichen Kalibrierpresse 6. Besäumen und setzen von Trennschnitten 7. Abstapelung und Verpackung der Platten Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung voneinem Quadratmeter roher Eurolight Platte.Rohe Eurolight Platten weisen ein mittleresFlächengewicht von 12 kg/m² und eine durchschnittliche Gesamtdicke von 44,5 mm auf. Der Durchschnitt wurde nach Produktionsmengen der einzelnen Dicken gewichtet.;;;254;;;;;true;true;false;true;331B, 332, 341, 342, 345, 354, 364;boards;;;x;;
4d9588b6-1732-449f-932b-d0e24180d0c8;00.04.000;MDF (Roh);Holz / Holzwerkstoffe / Spanplatten;average dataset;1;m3;fb0df45a-6574-a7a9-18f5-73e88dda4ed4;1 m³ MDF Platte unbeschichtet Additional Info from Xml: Rohe MDF-Platten sind plattenförmige Werkstoffe gemäß /EN 622-5/ für den trockenen Möbel- und Innenausbau. Herstellung 1. Entrindung der Stämme 2. Zerspanung des Holzes zu Spänen 3. Kochen der Späne 4. Zerfaserung im Refiner 5. Trocknung der Fasern auf ca. 2-3 % Restfeuchte 6. Beleimung der Fasern mit Harzen 7. Streuung der beleimten Fasern auf ein Formband 8. Verpressen der Fasermatte in einer kontinuierlich arbeitenden Heißpresse 9. Aufteilen und Besäumen des Faserstranges zu Rohplattenformaten 10. Auskühlen der Rohplatten in Sternkühlwendern 11. Abstapelung zu Großstapeln 12. Nach Klimatisierungsphase Schleifen der Ober- und Unterseite Alle Werke, in denen EGGER MDF-Platten hergestellt werden, sind mit einem Qualitätsmanagementsystem nach /ISO 9001/ zertifiziert. Technische Daten: Technische Daten für EGGER MDF-ST E1CE Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von einem Kubikmeter unbeschichteter MDF Platte. Unbeschichtete MDF Platten weisen eine mittlere Dichte von 720 kg/m³ auf.;;;700;;;;0,0014;true;true;false;true;331B, 332, 341, 342, 345, 354, 364;boards;;;x;;
a0d69f94-040e-44b1-a88b-bbaeeb0aae2a;20.19.120;Zementgebundene Spanplatte;Holz / Holzwerkstoffe / Spanplatten;generic dataset;1;m3;e601bb4e-53df-4762-9944-cfbc6cd31354;Zementgebundene Spanplatte [m3];;;1200;;;;;true;true;false;true;331B, 332, 341, 342, 345, 354, 364;boards;;;x;;
60e8b384-adf2-4c3b-b3da-e407df106cf5;20.19.120;Spanplatte (Durchschnitt);Holz / Holzwerkstoffe / Spanplatten;generic dataset;1;m3;847700e2-5fbf-4fcc-90ef-7a8f4e160c9a;Spanplatte P5 (8,5 % Feuchte);;;;;;;;true;true;false;true;331B, 332, 341, 342, 345, 354, 364;boards;;;x;;
1270c857-6de2-484f-aed0-251b3b7b6965;00.02.000;Spanplatte, roh (Durchschnitt DE);Holz / Holzwerkstoffe / Spanplatten;representative dataset;1;m3;a0bd27cf-ab84-48b0-89e2-a18ba09d1902;Spanplatte, roh (7% Feuchte);;;633,31;;;;;true;true;false;true;331B, 332, 341, 342, 345, 354, 364;boards;;;x;;
c56b1971-bdde-41b5-b139-9daed5baca91;00.02.000;Spanplatte - melaminbeschichtet (Durchschnitt DE);Holz / Holzwerkstoffe / Spanplatten;representative dataset;1;m3;5581bb28-60b4-40bd-9ba0-e646d6f5de54;Spanplatte, melaminbeschichtet;;;633,29;;;;;true;true;false;true;345, 336;cladding;;;x;;
d0423f9f-f627-4594-bc7c-9452af7c2462;00.02.000;Röhrenspanplatte (Durchschnitt DE);Holz / Holzwerkstoffe / Spanplatten;representative dataset;1;m3;6360d51c-ffbe-4bc0-bc7f-e75384845591;Röhrenspanplatte;;;272;;;;;true;true;false;true;344;door;;;x;;
dd603f7a-93de-4a24-a26f-76a366966d4a;00.03.000;WPC Fassadenelemente;Holz / Holzwerkstoffe / Wood-Plastic-Composites;average dataset;1;m3;12c088f0-50f8-9e32-e82b-687fbafa5cf8;1 m² WPC-Fassadenelement Additional Info from Xml: Bei dem deklarierten Produkt handelt es sich um Fassadenelemente aus Holz-Polymer-Verbundwerkstoffen, die hauptsächlich aus Holzfasern (Fichte und Kiefer aus Industrierestholz), einer Kunststoffmatrix (entweder Polyethylen (PE), Polypropylen (PP) oder Polyvinylchlorid (PVC)) und Additiven bestehen. WPC-Fassadenelemente dienen der Fassadenverkleidung und können nur als nicht-tragfähiges Bauelement eingesetzt werden (keine bautechnische Zulassung). Bei der Herstellung von WPC-Profilen gibt es zwei unterschiedliche in der Praxis eingesetzte Verfahren. Zum einen die Direktextrusion, in der die Rohstoffe direkt zugegeben werden und zum anderen ein zweistufiger Prozess aus Compoundieren und Extrudieren. Im Anschluss an die Kühlung werden die WPC-Fassadenelemente zugeschnitten und für den Transport verpackt. Allgemeine Regelungen zu WPC-Produkten und WPC-Fassadenelementen sind der Norm DIN EN 15234, Teile 1 und 5 zu entnehmen. Technische Daten: Die nachfolgend aufgeführten bautechnischen Daten gelten für alle WPC-Fassadenelemente der beteiligten Hersteller. Deklarierte Einheit: Die deklarierte Einheit ist wie folgt definiert: 1 m² installierte WPC-Fassadenelemente, mit den Abmessungen 1.000-4.000 mm/80-240 mm/18-25 mm und einem Flächengewicht von 7,79 kg/m², über eine Nutzungsdauer von 40 Jahren.  Die Zusammensetzung der WPC-Fassadenelemente ergibt sich aus dem gewichteten Durchschnitt in Abhängigkeit des Produktionsvolumens der beteiligten Hersteller.;;;1211;;;;;true;true;false;true;335B;cladding;;;x;;
0452f1bc-9766-4785-bf4e-44bc76dedf75;00.03.000;WPC Terrassendielen;Holz / Holzwerkstoffe / Wood-Plastic-Composites;average dataset;1;m3;6c34d4c7-82cc-9f44-0cc8-f8e160a1e2a2;1 m² WPC-Terrassendiele Additional Info from Xml: Bei dem deklarierten Produkt handelt es sich um Terrassendielen aus Holz-Polymer-Verbundwerkstoffen (WPC), die hauptsächlich aus Holzfasern (Fichte und Kiefer aus Industrierestholz) einer Kunststoffmatrix (entweder Polyethylen (PE), Polypropylen (PP) oder Polyvinylchlorid (PVC)) und Additiven bestehen. Bei der Herstellung von WPC-Profilen gibt es zwei unterschiedliche in der Praxis eingesetzte Verfahren. Zum einen die Direktextrusion, in der die Rohstoffe direkt zugegeben werden und zum anderen ein zweistufiger Prozess aus Compoundieren und Extrudieren. Im Anschluss an die Kühlung wird die Oberfläche der WPC-Terrassendiele durch eine Bürste aufgeraut, um Eigenschaften wie Barfußfreundlichkeit und Rutschfestigkeit zu gewährleisten. Allgemeine Regelungen zu WPC-Produkten und WPC-Terrassendielen sind in der Norm DIN EN 15234, Teile 1 und 4 sowie den Qualitäts- und Prüfbestimmungen der Qualitätsgemeinschaft Holzwerkstoffe enthalten. Technische Daten: Die nachfolgend aufgeführten bautechnischen Daten gelten für alle WPC-Terrassendielen der beteiligten Hersteller. Deklarierte Einheit: Die deklarierte Einheit ist wie folgt definiert:1 m² installierte WPC-Terrassendiele, mit den Abmessungen 3.000-6.000 mm/138-196 mm/21-38 mm und einem Flächengewicht von 18,36 kg/m², über eine Nutzungsdauer von 30 Jahren. Die Zusammensetzung der WPC-Terrassendiele ergibt sich aus dem gewichteten Durchschnitt in Abhängigkeit des Produktionsvolumens der beteiligten Hersteller.;;;1238;;;;;true;true;false;true;363;flooring;;;x;;
d7073560-4c4b-4cb0-b6bf-a902950c5109;20.19.120;Schnittholz Zeder (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;generic dataset;1;m3;6f1ca9db-d16f-4337-bdaf-023776e5bec5;Timber cedar (12% moisture, 10.7% H2O content) (m3);;;571;;;;;true;true;false;true;324, 331B, 332, 335B, 336, 341, 342, 351, 353, 354, 361, 363, 364;substructure-wood, structure-wood, flooring, cladding;;;o;"eher ein Spezialfall; https://www.zedernholzhaus.de/blockhaumluser-aus-zedernholz.html";
aea021e8-7e2f-4f6b-ae3f-a76cba4c5d6e;20.19.120;Schnittholz Kiefer (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;generic dataset;1;m3;1fbeff66-5a4e-49e9-a52a-2febf12dc7f5;Timber pine (10.7% H2O content);;;548,8;;;;;true;true;false;true;324, 331B, 332, 335B, 336, 341, 342, 351, 353, 354, 361, 363, 364;substructure-wood, structure-wood, flooring, cladding;;;x;Nadelholz;
8c47fba4-0e61-48d1-a03f-bf17911f0dae;20.19.120;Schnittholz Lärche (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;generic dataset;1;m3;3932e034-8bad-4b32-ae04-4363c998fe4f;Timber larch (10.7% H2O content estimate);;;660,8;;;;;true;true;false;true;324, 331B, 332, 335B, 336, 341, 342, 351, 353, 354, 361, 363, 364;substructure-wood, structure-wood, flooring, cladding;;;x;Nadelholz;
7ec1d463-fd99-4b1d-9a57-9a72cac408d2;20.19.120;Schnittholz Eiche (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;generic dataset;1;m3;53f5631b-cdbf-41da-b082-3d00965af53f;Timber oak (10.7% H2O content);;;716,8;;;;;true;true;false;true;324, 336, 335B, 345, 353, 354, 364;flooring, cladding;;;x;Laubholz;
3057d7c0-7bee-4ba2-9edf-517d4cd97a14;20.19.120;Schnittholz Fichte (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;generic dataset;1;m3;b58e35f5-6fa3-4b40-b877-c04d7bbb0f07;Timber spruce (10.7% H2O content);;;481,6;;;;;true;true;false;true;324, 331B, 332, 335B, 336, 341, 342, 351, 353, 354, 361, 363, 364;substructure-wood, structure-wood, flooring, cladding;;;x;Nadelholz;
08bbc2e2-1513-4ce3-816e-99e95fdafc4e;20.19.120;Schnittholz Buche (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;generic dataset;1;m3;37dc3dca-8419-4709-89c6-04dedcf3d17b;Timber beech (10.7% H2O content);;;739,2;;;;;true;true;false;true;324, 331B, 332, 335B, 336, 341, 342, 351, 353, 354, 361, 363, 364;substructure-wood, structure-wood, flooring, cladding;;;x;Laubholz (wegen Baubuche hier eingeordnet ?);
c4272b73-7a14-4be6-ab51-f5bcd6eef989;00.02.000;Laubschnittholz - getrocknet (Durchschnitt DE);Holz / Vollholz / Bau-Schnittholz;representative dataset;1;m3;f6149104-4f3a-465d-95b2-f806579210a3;Laubschnittholz - getrocknet (Durchschnitt DE);;;761,6;;;;;true;true;false;true;324, 336, 335B, 345, 353, 354, 364;flooring, cladding;;;x;Im Baubereich werden aus Laubschnittholz insbesondere Holzverkleidungen, Geländer, Teppen,  Fenster und Türen sowie Fußböden (Dielen, Parkett oder Laminat) für den Innenbereich hergestellt.;
57fed1c6-f30d-4e78-9fb6-b93810b6e825;00.02.000;Nadelschnittholz - frisch (Durchschnitt DE);Holz / Vollholz / Bau-Schnittholz;representative dataset;1;m3;ae26ee9e-f46b-408b-ba2a-ed31e7736077;Nadelschnittholz - frisch (Durchschnitt DE);;;674,74;;;;;true;true;false;true;324, 331B, 332, 335B, 336, 341, 342, 351, 353, 354, 361, 363, 364;substructure-wood, structure-wood, flooring, cladding;;;o;Frisches Holz??? Im Baubereich werden aus Nadelschnittholz insbesondere Holzhäuser, Dachstühle, Fenster und Türen sowie Fußböden (Dielen, Parkett oder Laminat) hergestellt.;
76c249ab-1481-4af8-9e98-39c3073eda6f;00.02.000;Nadelschnittholz - getrocknet (Durchschnitt DE);Holz / Vollholz / Bau-Schnittholz;representative dataset;1;m3;e705b3e6-f258-4f52-9d8a-31a94aa89ba6;Nadelschnittholz - kammergetrocknet (Durchschnitt DE);;;484,51;;;;;true;true;false;true;324, 331B, 332, 335B, 336, 341, 342, 351, 353, 354, 361, 363, 364;substructure-wood, structure-wood, flooring, cladding;;;x;Im Baubereich werden aus Nadelschnittholz insbesondere Holzhäuser, Dachstühle, Fenster und Türen sowie Fußböden (Dielen, Parkett oder Laminat) hergestellt.;
2103d7e9-529e-45da-8549-892598dba5f3;00.02.000;Hobelware (Durchschnitt DE);Holz / Vollholz / Bau-Schnittholz;representative dataset;1;m3;04a151ab-7fdc-4dbc-aa8f-7add114789fa;Hobelware (Durchschnitt DE);;;485,31;;;;;true;true;false;true;324, 336, 335B, 345, 353, 354, 364;flooring, cladding;;;x;Neben der Anwendung als Fußbodenbelag findet Hobelware insbesondere Verwendung als Wand- und Deckenverkleidung in Form von Profilbrettern.;
e920d325-c474-4ff4-b84a-531af01c7759;00.03.000;Admonter Massivholzmehrschichtprodukte;Holz / Vollholz / Brettschichtholzplatte;specific dataset;1;qm;862186e6-3a39-4dca-8730-e86cec093227;1 m² Massivholzmehrschichtprodukt Additional Info from Xml: Die vorliegende Umweltproduktdeklaration bezieht sich auf eine deklarierte Einheit von 1 m² Admonter Massivholzmehrschichtprodukte mit einem durchschnittlichen Flächengewicht von 8,125 kg/m² und einer Auslieferungsfeuchte von 7 %. Das deklarierte Produkt stellt einen flächengewichteten Durchschnitt der hergestellten Sortimente dar und bezieht sich auf das Produktionsjahr 2014. Bei Admonter Massivholzmehrschichtprodukten handelt es sich um Mehrschichtparkettböden und Mehrschichtmassivholzplatten mit Edelholznutzschicht, welche auf einem Trägermaterial aus vorwiegend Fichte kreuzweise verleimt werden. Mit Ausnahme 2- schichtiger Produkte haben die übrigen Produkte einen mehrschichtigen, symmetrischen Aufbau mit Massivholzgegenzug. Gliederung des Herstellprozesses: -Anlieferung des Schnittholzes, des Lamellenmaterials und des vorgefertigten Trägermaterials -Qualitätskontrolle -Trocknung des Schnittholzes, teilweise Trocknung der Lamellen -Teilweise Thermo-Behandlung des Rohmaterials -Auftrennen des Schnittholzes zu Lamellen oder Trägermaterial -Qualitätssortierung -Verleimung -Ausfertigung -Teilweises Besäumen zu Plattenformaten -Teilweise Auftrennen zu Kleinformaten -Teilweise Profilierung -Qualitätskontrolle -Teilweise Oberflächenstrukturierung -Teilweise Oberflächenbehandlung -Qualitätskontrolle -Verpackung je nach Produktart -Kommissionierung und Versand Für die Abbildung des Hintergrundsystems im Ökobilanzmodell werden Sekundärdaten herangezogen. Diese entstammen einerseits der GaBi Datenbank /GaBi 7/ und andererseits anerkannten Literaturquellen /Rüter und Diederichs, 2012/. Das UF-Leimsystem wurde anhand eines spezifischen Hintergrunddatensatzes des Zulieferers abgebildet. Kohlenstoffgehalt und Primärenergiegehalt der Produkte wurden basierend auf ihren materialinhärenten Eigenschaften entsprechend zugrundeliegenden physikalischen Zusammenhängen bilanziert. Bei der Produktion von Admonter Massivholzmehrschichtprodukten entsteht neben dem deklarierten Produkt ein Überschuss an thermischer Energie aus der werkseigenen KWK-Anlage, welcher an das Admonter Fernwärmenetz verkauft wird. Dieser Überschuss wird als Koppelprodukt behandelt und basierend auf den derzeit gültigen Marktpreisen alloziert. Die Allokation in der Forstkette beruht auf der Veröffentlichung von /Hasch 2002/ und dessen Aktualisierung von /Rüter und Albrecht 2007/. Für kammergetrocknete Bretter und Furniere wurde eine Preisallokation gemäß /Rüter und Diederichs, 2012/ angewandt. Technische Daten: Gemäß /EU-Verordnung Nr. 305/2011/ sind die in der Leistungserklärung aufgeführten Daten anzugeben, weitere Daten sind freiwilliger Natur.: Deklarierte Einheit: Die vorliegende Umweltproduktdeklaration bezieht sich auf eine deklarierte Einheit von 1 m² Admonter Massivholzmehrschichtprodukt mit einem durchschnittlichen Flächengewicht von 8,125 kg/m² und einer Auslieferungsfeuchte von 7 %.;;8,125;;;;;0,123;;;;;324, 353, 336, 345, 354, 364;flooring, cladding;;;x;;
954a286e-36e6-4ceb-9ab9-ec4270b618aa;00.02.000;Brettsperrholz (Durchschnitt DE);Holz / Vollholz / Brettschichtholzplatte;representative dataset;1;m3;7f66c09b-e9a1-43d1-a34b-d53517950d02;Brettsperrholz;;;489,41;;;;;;;;;331B, 341, 351, 361;structure-wood, boards;;;x;;
feb12984-1266-4082-9127-c26b938e771f;00.04.000;KLH Massivholzplatten (Kreuzlagenholz);Holz / Vollholz / Brettschichtholzplatte;specific dataset;1;m3;5e6da674-1a9e-b72b-24e3-ad03cdb7ae59;Kreuzlagenholz;;;480;;;;0,0020833;;;;;331B, 341, 351, 361;structure-wood, boards;;;x;;
41ecf1e2-3edd-41ab-8616-68a856c815a5;20.19.120;Befestigungsmittel/Schrauben Edelstahl;Komponenten von Fenstern und Vorhangfassaden / Beschläge / Befestigungen;generic dataset;1;m3;78873b0d-2f8e-4c96-9804-a0c564685302;Stahl Bauteil;;;7850;;;;;true;false;false;true;331B, 332, 341, 342, 351, 361;fasteners;;x;;ggf. für den Holzbau interessant, wenn wir Werte für Befestigungsmittel von der Statik bekommen;
f168113d-f78a-4bb2-bfcd-07c3daac8014;00.01.008;Floatglas - Guardian Europe S.à r.l. - Mirror / Ultra Mirror;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;specific dataset;1;m3;b40f1b65-49b9-4c12-85fa-11cfbe9daf3e;Floatglas - Guardian Europe S.à r.l. - Mirror / Ultra Mirror;;;;0,000051;;;;true;false;false;false;337;cladding;;;o;nur coating, kein Glas;
40902922-944b-4126-a6d0-49982eb2361e;00.01.008;Floatglas - Guardian Europe S.à r.l. - SatinDeco;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;specific dataset;1;m3;9f5d7c97-b538-4092-bbf4-f81be3e98bf8;Floatglas - Guardian Europe S.à r.l. - SatinDeco;;;;0,004;;;;true;false;false;false;337;cladding;;;o;nur coating, kein Glas;
9498de37-a640-4715-aaeb-07fe2631dad4;00.01.009;Floatglas - Guardian Europe S.à r.l. - Wet coating for painted glass;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;specific dataset;1;m3;dfdc6da3-56d8-45f5-a72d-400fc2a0c303;Floatglas - Guardian Europe S.à r.l. - Wet coating for painted glass;;;;0,000045;;;;true;false;false;false;;cladding;;;o;;
ecef0675-6125-418b-a558-5fde99809570;00.01.005;Glaskeramik - MAGNA Glaskeramik GmbH - MAGNA Glaskeramik;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;specific dataset;1;m3;d43c2de7-cb48-44ac-8b8e-9f1c49f91355;Glaskeramik - MAGNA Glaskeramik GmbH - MAGNA Glaskeramik;;50,4;;0,021;;;;true;false;true;true;337;cladding;;;x;;
563350f7-fb56-4363-b86a-690227dd450e;20.19.120;Sonnenschutzlammellen Metall;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;generic dataset;1;qm;f14c47f0-7e39-4bb8-9ac3-7af9a146fa96;Sonnenschutzjalousien (Metall);;2,391;;;;;;true;false;false;true;338;shutter;;;x;;
3ce53be7-a3e5-4757-b7f9-68a6ecf66eb9;20.19.120;Rollladen Kunststoff;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;generic dataset;1;qm;2701fc75-39af-4140-90d3-28ad10ad51a7;Rollladen;;6,24;;;;;;true;true;false;true;338;shutter;;;x;;
c727edab-e821-49e8-908f-6017a1713826;00.00.006;Lichtkuppeln - LAMILUX Heinrich Strunz GmbH - Rauchlift Lichtkuppel F100;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;specific dataset;1;qm;bb25290b-208c-464b-8959-4fd55a827575;Lichtkuppeln - LAMILUX Heinrich Strunz GmbH - Rauchlift Lichtkuppel F100;;40,5;;;;;;true;true;true;true;362;skylight;;;x;;
2bf377b2-7923-4e05-b7a0-3c02e63d3476;00.00.007;Lichtkuppeln - LAMILUX Heinrich Strunz GmbH - Lichtkuppel F100;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;specific dataset;1;qm;0a9b9264-fcab-479e-b736-d6eaf579c186;Lichtkuppeln - LAMILUX Heinrich Strunz GmbH - Lichtkuppel F100;;35,2;;;;;;true;true;true;true;362;skylight;;;x;;
