UUID;Version;Name;Kategorie;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg; A1-A3 existing; C3 existing; C4 existing; D existing
ff763631-3fad-4cfe-bcd8-3a6ae400520f;00.01.001;Tensar TriAX TX 130S Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;m3;5ac3f89d-1af8-487e-b7cf-9032d603653d;Tensar TriAX TX 130S Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;0,184;;0,01;;;;true;false;false;false
8fcd6530-5227-465f-9f5a-0dd17fb0a11e;00.01.001;Tensar TriAX TX 140 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;m3;702ffc36-3672-4e5f-9ee3-b56c4d30bb47;Tensar TriAX TX 140 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;0,175;;0,01;;;;true;false;false;false
1c8b079d-8a3e-4eef-ab8e-3f1c185dcffa;00.01.001;Tensar TriAX TX 150 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;m3;859394ca-a116-40cb-a657-0ce02e8be68d;Tensar TriAX TX 150 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;0,189;;0,01;;;;true;false;false;false
5427c2a5-0158-479a-826d-64d467556edb;00.01.001;Tensar TriAX TX 150-GD Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;m3;eddfc4d2-ba68-4cad-bd9e-80fcfe5373ac;Tensar TriAX TX 150-GD Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;0,367;;0,01;;;;true;false;false;false
eb987474-1dbc-4b50-a9c5-36b138bb051e;00.01.001;Tensar TriAX TX 160 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;m3;d31a9e75-24af-43ae-855a-52a90d102972;Tensar TriAX TX 160 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;0,231;;0,01;;;;true;false;false;false
23e32f6f-42b1-4468-abae-e8be9fe9fd46;00.01.001;Tensar TriAX TX 160-G Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;m3;d8f30dbd-5ae9-4b67-9ac6-edf9744e86e6;Tensar TriAX TX 160-G Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;0,348;;0,01;;;;true;false;false;false
a4a4bf14-7133-48ed-89d4-b3fc68e86c7c;00.01.001;Tensar TriAX TX 170 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;m3;ccaf9728-4986-4054-875f-efb4a5fb1c0d;Tensar TriAX TX 170 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;0,273;;0,01;;;;true;false;false;false
1e7a529a-d2fa-4ef5-92de-0af69eeb7b86;00.01.001;Tensar TriAX TX 170-GD Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;m3;2b094bc3-24ed-45dd-ada5-e2120ef7a8d2;Tensar TriAX TX 170-GD Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;0,437;;0,01;;;;true;false;false;false
2912f061-b8eb-4173-aeac-cf71ff9d9e62;00.01.001;Tensar TriAX TX 180 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;m3;b72e1668-a649-4610-aa00-0f683bc5946e;Tensar TriAX TX 180 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;0,315;;0,01;;;;true;false;false;false
055e59ef-f034-430d-9ee1-db993dfa3a7a;00.01.001;Tensar TriAX TX 190L Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;m3;ee736921-6b67-4cb7-bab1-1b5cb88bc733;Tensar TriAX TX 190L Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;0,318;;0,01;;;;true;false;false;false
55141e01-120e-4766-a4ec-15f62d40017a;00.01.001;Tensar TriAX TX 190L-G Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;m3;bacbd9e0-7e4b-4cad-b1b3-e8acbbc7778d;Tensar TriAX TX 190L-G Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;0,434;;0,01;;;;true;false;false;false
9acfcfb5-e1ad-4490-bad1-096a76cf23b6;00.01.001;Tensar TriAX TX 190L-GD Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;m3;8e784010-1862-4776-af1d-6db533ddea3e;Tensar TriAX TX 190L-GD Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;1;;0,01;;;;true;false;false;false
54611e43-ebcd-41a4-a16c-356e8780e3c9;00.01.001;Tensar TriAX TX 190L-GN Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;m3;3be03e0c-368d-43bf-934b-2589085a224c;Tensar TriAX TX 190L-GN Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;0,628;;0,01;;;;true;false;false;false
63bb567f-e2c7-46c7-947f-edf620f1064f;00.01.001;Tensar TriAX TX 5 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;m3;95a159c4-efb9-401f-80a5-ddb297f95710;Tensar TriAX TX 5 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;0,189;;0,01;;;;true;false;false;false
ffd9a444-d0cb-47a2-bc25-32c19c85979b;00.01.001;Tensar TriAX TX 7 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;m3;95a159c4-efb9-401f-80a5-ddb297f95710;Tensar TriAX TX 5 Geogitter Additional Info from Xml: Die Herstellung des Geogitter erfolgt am Standort in Blackburn. Die Rohstoffe werden mittels Extrusion, Punching und Stretching Prozesse verarbeitet.;;0,189;;0,01;;;;true;false;false;false
a4fb9ec0-d5ae-414b-a0a1-2cf7f586022d;20.19.010;Betonfertigteil Decke 40cm;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;generic dataset;1;m3;ac1afa6b-1c8e-4ff5-93a8-207ba34a840c;Betonfertigteil Decke 40cm (m2);;1008;;0,4;;;;true;false;false;false
3470c523-ffcd-48df-93ff-dedfde86572a;20.19.010;Betonfertigteil Wand 40cm;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;generic dataset;1;m3;d55205ca-ac34-4497-bea5-6ce1a04e4926;Betonfertigteil Wand 40cm (m2);;971;;0,4;;;;true;false;false;false
f939c2b2-7f3d-40f8-9903-d0fc30a62d91;20.19.120;Pfosten/Riegel System aus Stahl mit Dreifachverglasung Fassade;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Stahl;generic dataset;1;qm;f142786f-f5fe-4754-b855-43c2db2b8189;Stahl-Pfosten-Riegelfassaden;;21,4;;;;;;true;true;true;true
b342696e-2ebb-4fe1-a71d-f3520db0cee9;20.19.120;Betonfertigteil Wand 12cm;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;generic dataset;1;m3;d0a62493-e1c4-4ee1-b605-9e3d128b30cc;Betonfertigteil Wand 12cm (m2);;291,3;;0,12;;;;true;true;false;true
9357b7fc-cf0a-45fc-8299-e794e3889a40;20.19.120;Betonfertigteil Decke 20cm;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;generic dataset;1;m3;76877190-dc3d-4b20-b704-8237bee88f47;Betonfertigteil Decke 20cm (m2);;504;;0,2;;;;true;true;false;true
8d6eba49-1c20-444a-8b34-0b6b47379618;20.19.120;Pfosten/Riegelsystem aus Aluminium mit Dreifachverglasung Fassade;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;generic dataset;1;qm;0fce1f51-4e7c-445d-b3fc-c73bfa9199a7;Aluminium-Pfosten-Riegelfassaden;;16,5;;;;;;true;true;true;true
85c41389-d62e-4dff-a819-896b35367cbc;20.19.120;Voranstrich (Silikat-Dispersion);Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;generic dataset;1;m3;0eeba553-55cf-4ea3-96a2-a21f51deb719;Putz (Silikat-Dispersion);;;1500;;;;;true;false;true;false
79075297-4dc0-42c6-bc90-e3bf9fa0fb4c;20.19.120;Natursteinplatte, weich, Fassade;Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;generic dataset;1;m3;f36fee55-b856-4b58-8f1d-04c276c92fef;Natursteinplatte, weich, Fassade (m2);;104;2600;;;;;true;true;false;true
563350f7-fb56-4363-b86a-690227dd450e;20.19.120;Sonnenschutzlammellen Metall;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;generic dataset;1;qm;f14c47f0-7e39-4bb8-9ac3-7af9a146fa96;Sonnenschutzjalousien (Metall);;2,391;;;;;;true;false;false;true
3ce53be7-a3e5-4757-b7f9-68a6ecf66eb9;20.19.120;Rollladen Kunststoff;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;generic dataset;1;qm;2701fc75-39af-4140-90d3-28ad10ad51a7;Rollladen;;6,24;;;;;;true;true;false;true
207cde6a-73be-4ffb-972d-30d3d8619fc3;20.19.120;Gipskartonplatte (Lochplatte);Mineralische Baustoffe / Steine und Elemente / Gipsplatten;generic dataset;1;m3;acd8d37f-eba6-4d20-a6b3-63bff496532e;Gipskartonplatte (Lochplatte) [m2];;8,5;680;;;;;true;false;true;false
ef0d9cbc-4e89-4e78-8cb2-68f02a49b87d;20.20.010;Natursteinplatte, weich, Innenboden (Dicke 0,020 m);Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;generic dataset;1;m3;80e94985-bb97-47a2-b713-d1d57db9851c;Natursteinplatte, weich, Innenboden (m2);;52;;0,02;;;;true;true;false;true
e9be7506-62ce-45b8-853f-c45c3f82401f;20.20.010;Marmorplatte (Dicke 0,02 m);Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;generic dataset;1;m3;449de2d1-05c9-4a70-b883-cbb8db862b53;Marmorplatte [m2];;52;;0,02;;;;true;true;false;true
e8db532f-ee15-42a4-89c3-5ef789e1fb8f;20.20.010;Natursteinplatte, hart, Innenboden (Dicke 0,02 m);Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;generic dataset;1;m3;860d1d17-4c79-4cbc-95a3-6496b7cc1412;Natursteinplatte, hart, Innenboden (m2);;52;;0,02;;;;true;true;false;true
da72684f-471c-425b-817d-69f262323f04;20.20.010;Gipskartonplatte (Feuerschutz)(Dicke 0,0125 m);Mineralische Baustoffe / Steine und Elemente / Gipsplatten;generic dataset;1;m3;aa8f7f6b-2bf6-472b-b8d5-a8b39c3d7965;Gipskartonplatte (Feuerschutz) [m2];;10;;0,0125;;;;true;false;true;false
da4b704a-c901-414f-943f-8e1ff0f4566c;20.20.010;Natursteinplatte, hart, Außenbereich (Dicke 0,08 m);Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;generic dataset;1;m3;29a62518-f844-4c6b-9bb0-7065749fe34a;Natursteinplatte, hart, Außenbereich (m2);;208;;0,08;;;;true;true;false;true
cb3f4a56-460c-4a3e-ae43-3e0a9dcb4319;20.20.010;Natursteinplatte, hart, Fassade (Dicke 0,030 m);Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;generic dataset;1;m3;d024a0ea-718b-4ba3-94a8-88d92acbca61;Natursteinplatte, hart, Fassade (m2);;78;;0,03;;;;true;true;false;true
b4a0e610-e038-47d3-b86e-cef013cd7c83;20.20.010;Steinzeugfliesen glasiert (Dicke 0,01 m);Mineralische Baustoffe / Steine und Elemente / Fliesen und Platten;generic dataset;1;m3;2feae0bc-5e28-4be0-b5a8-d06fd59a722c;Steinzeugfliesen glasiert (m2);;20;;0,01;;;;true;true;false;true
6d535792-4351-4d7d-97c6-6d2c3624f3e0;20.20.010;Gipsfaserplatte (Dicke 0,01 m);Mineralische Baustoffe / Steine und Elemente / Gipsplatten;generic dataset;1;m3;7fbe7537-71b7-4813-953e-786630585a67;Gipsfaserplatte (m2);;10;;0,01;;;;true;true;true;false
6aff7a60-d7cd-430e-8b15-02556b6f62ff;20.20.010;Lehmbauplatte (Dicke 0,02 m);Mineralische Baustoffe / Steine und Elemente / Lehmsteine;generic dataset;1;m3;4747e5e1-e880-4d5d-87ac-d1fabb9bdf3a;Lehmbauplatte [m2];;14;;0,02;;;;true;true;false;true
49b4cbe9-ac63-4811-a1c7-dd7278db8ac0;20.20.010;PE-Noppenfolie zur Abdichtung (Dicke 0,00125 m);Kunststoffe / Folien und Vliese / Folien zur Abdichtung;generic dataset;1;m3;3b7ef00c-c641-4ce6-962b-cbb3dd21b6ec;PE-Noppenfolie m2;;1,2;;0,00125;;;;true;true;false;true
38a8d707-0c7f-4d91-a3db-9b5b2c9bb147;20.20.010;Gipswandbauplatte (Dicke 0,1 m);Mineralische Baustoffe / Steine und Elemente / Gipsplatten;generic dataset;1;m3;3f4465fa-1ad9-443b-9946-ca128777c6a6;Gipswandbauplatte (m2);;84;;0,1;;;;true;false;true;false
07423e99-8c7c-4e93-8311-dcf7ae85c41d;20.20.010;Gipskartonplatte (imprägniert) (Dicke 0,0125 m);Mineralische Baustoffe / Steine und Elemente / Gipsplatten;generic dataset;1;m3;946db26b-2f8e-40ca-b933-110fc4f6d16f;Gipskartonplatte (imprägniert) [m2];;10;;0,0125;;;;true;false;true;false
7e083808-ffcb-4c0c-9d52-11c42c2c48e9;00.01.004;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW75;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;d94a2ae8-6ccf-43c4-b043-2f8cd0dae4d0;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW75;;;7874;;;0,86;;true;true;false;true
00402f5e-4a5b-48a5-b1e2-cbd4fddffbe7;00.01.004;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW100;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;0d5bada5-5a8e-4f9b-9151-6475819129db;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW100;;;7874;;;0,96;;true;true;false;true
7065f9ef-8969-4723-b311-c65042481dd1;00.01.004;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW125;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;0cbacd38-3133-4075-9b6e-123308e175e2;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW125;;;7874;;;1,08;;true;true;false;true
313eef35-fd80-4d4a-b8ab-96762d075cf6;00.01.004;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW150;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;ceecfc47-21ac-40c2-9286-8c56f875cadc;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW150;;;7874;;;1,2;;true;true;false;true
26730864-4f60-4274-9d38-5e0b0f0e234f;00.01.005;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW50;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;7ed0ec5a-2935-4991-b7f6-79ddbd5d08ff;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW50;;;7874;;;0,72;;true;true;false;true
199ca92f-b191-4b77-8140-2b3816bffbfc;00.01.003;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW50;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;9179d581-bbb6-4f6d-84f7-0d10a89eb9c8;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW50;;;7874;;;0,716;;true;true;false;true
25b83cc5-12f5-4c46-a5ec-1ba9c07b237e;00.01.004;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW75;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;37eea24c-92da-4895-952c-7a55fbf936bd;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW75;;;7874;;;0,86;;true;true;false;true
63f9442f-4701-42e7-8166-df509288cd88;00.01.004;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW150;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;d4cc3800-1997-4c54-bfed-413471644602;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW150;;;7874;;;1,195;;true;true;false;true
d8139749-44f9-4658-8528-5547d78a499a;00.01.004;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW125;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;1a601390-b596-43cc-a510-a01527e7dbe5;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW125;;;7874;;;1,075;;true;true;false;true
38fe1c7e-9dd1-4b42-bad4-3a9d3f743e2f;00.01.004;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW100;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;74ee2b61-d57c-4cd7-aa90-270679fc68ef;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW100;;;7874;;;0,955;;true;true;false;true
b6a0db91-964d-452a-832d-5a26887f63d1;00.01.004;Profil - König GmbH & Co. KG - Deckenprofil verzinkt Hutdecke 98;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;e5b9a263-beb6-4d2d-950d-705b87ed417f;Profil - König GmbH & Co. KG - Deckenprofil verzinkt Hutdecke 98;;;7874;;;0,61;;true;true;false;true
fbf50d71-abb0-4567-be08-4311c679973b;00.01.004;Profil - König GmbH & Co. KG - Deckenprofil verzinkt UD28/48;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;6fd56279-26e2-4c8d-9196-28824224b29b;Profil - König GmbH & Co. KG - Deckenprofil verzinkt UD28/48;;;7874;;;0,48;;true;true;false;true
7f8a6a50-c844-40f8-808b-0e6a14fe7ce0;00.01.004;Profil - König GmbH & Co. KG - Deckenprofil verzinkt CD60/27;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;b8237a74-18b7-4dd0-9742-46303c148779;Profil - König GmbH & Co. KG - Deckenprofil verzinkt CD60/27;;;7874;;;0,59;;true;true;false;true
2b008167-5610-4561-86fc-4a1976048366;00.01.003;Profil - König GmbH & Co. KG - Deckenprofil korrosionsgeschützt Hutdecke 98;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;acc09f03-6e01-4331-addd-b44d8642f862;Profil - König GmbH & Co. KG - Deckenprofil korrosionsgeschützt Hutdecke 98;;;7874;;;0,61;;true;true;false;true
5da65ba4-67ca-4db3-bfa1-9ccafe5f30da;00.02.002;Profil - König GmbH & Co. KG - Deckenprofil korrosionsgeschützt UD28/48;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;1cf5fca9-4b6e-4e35-a0f9-763cf79e07aa;Profil - König GmbH & Co. KG - Deckenprofil korrosionsgeschützt UD28/48;;;7874;;;0,48;;true;true;false;true
0571d36b-4912-4e3b-b538-00818c3d52ec;00.02.002;Profil - König GmbH & Co. KG - Deckenprofil korrosionsgeschützt CD60/27;Metalle / Stahl und Eisen / Stahlprofile;specific dataset;1;m3;c4ae35a6-fa5d-4f00-9ca6-4ce45ba925a4;Profil - König GmbH & Co. KG - Deckenprofil korrosionsgeschützt CD60/27;;;7874;;;0,59;;true;true;false;true
c727edab-e821-49e8-908f-6017a1713826;00.00.006;Lichtkuppeln - LAMILUX Heinrich Strunz GmbH - Rauchlift Lichtkuppel F100;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;specific dataset;1;qm;bb25290b-208c-464b-8959-4fd55a827575;Lichtkuppeln - LAMILUX Heinrich Strunz GmbH - Rauchlift Lichtkuppel F100;;40,5;;;;;;true;true;true;true
2bf377b2-7923-4e05-b7a0-3c02e63d3476;00.00.007;Lichtkuppeln - LAMILUX Heinrich Strunz GmbH - Lichtkuppel F100;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;specific dataset;1;qm;0a9b9264-fcab-479e-b736-d6eaf579c186;Lichtkuppeln - LAMILUX Heinrich Strunz GmbH - Lichtkuppel F100;;35,2;;;;;;true;true;true;true
da649461-9a6f-49c9-aa2e-5d91b1969328;00.00.003;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Rauchlift Lichtband S;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;specific dataset;1;qm;dfa88d28-ed00-49d3-b85a-dbac0ea9bd60;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Rauchlift Lichtband S;;18,8;;;;;;true;true;true;true
1c91f081-db63-40ee-9857-7cbbe344713c;00.00.003;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Rauchlift Lichtband B;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;specific dataset;1;qm;5195cac7-d383-4d55-b852-3a7d23b6366b;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Rauchlift Lichtband B;;22,1;;;;;;true;true;true;true
e34ee1d3-0a6f-4017-b9f0-57d13639d354;00.00.003;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Lichtband S;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;specific dataset;1;qm;b72c301f-f60b-42fe-9040-b8767a2950e2;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Lichtband S;;134,1;;;;;;true;true;true;true
19e36ce7-1f2d-4464-9375-2b9e9bbc3cac;00.00.003;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Lichtband B;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;specific dataset;1;qm;cee48103-5da6-46c3-a7b2-db7f1d21f598;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Lichtband B;;98,7;;;;;;true;true;true;true
2708d43f-7df7-4474-afae-cc86af429b4f;00.00.008;Decke - HT Labor+Hospitaltechnik GmbH - Decke für Hygienebereiche;Komposite / Systembauteile / Decken;specific dataset;1;m3;d93f7eff-b7ac-464f-a52e-28b5472699f8;Decke - HT Labor+Hospitaltechnik GmbH - Decke für Hygienebereiche;;8;;1;;;;true;true;true;true
f92dc986-1f9a-42e2-9dbb-3abc2499a1d1;00.00.010;Bodensystem - HT Labor+Hospitaltechnik GmbH - Nasszellen-Boden;Komposite / Systembauteile / Decken;specific dataset;1;m3;92611431-e2ca-4df1-9cf9-f1281f0598df;Bodensystem - HT Labor+Hospitaltechnik GmbH - Nasszellen-Boden;;45;;28;;;;true;true;true;true
d44f6388-8e62-4969-8e54-49a3a173f395;00.00.011;Wandsystem - HT Labor+Hospitaltechnik GmbH - Stahlblech-Paneelwand;Komposite / Systembauteile / Innenwände;specific dataset;1;m3;41851fb7-4951-4e9f-bbbc-a2f44e4be50b;Wandsystem - HT Labor+Hospitaltechnik GmbH - Stahlblech-Paneelwand;;23;;0,03;;;;true;true;true;true
f696ab8a-9222-42d3-96c9-02da1c8694bc;00.00.011;Wandsystem - HT Labor+Hospitaltechnik GmbH - Glas-Paneelwand;Komposite / Systembauteile / Innenwände;specific dataset;1;m3;73ca99be-135f-4ce1-b54b-35934721ecd8;Wandsystem - HT Labor+Hospitaltechnik GmbH - Glas-Paneelwand;;38;;0,03;;;;true;true;true;true
f5cc97d5-95a4-4649-954f-6345b53f454a;00.00.010;Wandsystem - HT Labor+Hospitaltechnik GmbH - Fliesen-Paneelwand;Komposite / Systembauteile / Innenwände;specific dataset;1;m3;e9bf9118-9046-4f3e-b258-57f7a614d3e5;Wandsystem - HT Labor+Hospitaltechnik GmbH - Fliesen-Paneelwand;;31;;0,03;;;;true;true;true;true
02428321-77d1-426f-a1d1-48a83de490c0;00.01.000;Putzmörtel-Normalputz/Edelputz;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;average dataset;1;m3;23f06494-b60b-5df2-b09a-75b42b2993ce;1 kg Putzmörtel-Normalputz/Edelputz;;;1800;;;;;true;false;true;true
d154c187-5117-46e1-9b78-a3a9a39a3abf;00.01.000;Putzmörtel-Normalputz/Edelputz mit besonderen Eigenschaften;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;average dataset;1;m3;f21764bd-81d5-8e56-86ed-9c9b6a0602bb;1 kg Putzmörtel-Normalputz / Edelputz mit besonderen Eigenschaften;;;1800;;;;;true;false;true;true
da57ac9b-96ef-4509-b855-222c821f971f;00.01.000;Putzmörtel-Leichtputz;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;average dataset;1;m3;0de682ed-76b1-3671-e0b5-b94f05d8a127;1 kg Putzmörtel-Leichtputz;;;1300;;;;;true;false;true;true
94484394-df6b-4953-8d25-4774caa4ad14;00.01.000;Putzmörtel-Armierungsputz;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;average dataset;1;m3;8343709e-ad47-0a6b-3485-e204b89a0a3a;1 kg Putzmörtel-Armierungsputz;;;1600;;;;;true;false;true;true
42bbe9d3-94ba-44c1-b289-a90ce8d5bd1e;00.01.000;Putzmörtel-Wärmedämmputz;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;average dataset;1;m3;05d1c310-1ce6-3bdc-f55f-a8879076a646;1 kg Putzmörtel-Wärmedämmputz;;;600;;;;;true;false;true;true
